taxonname,name_cleaned,search_string,unique_name,approximate_match,score,ott_id,is_synonym,flags,number_matches
Alosa sapidissima,Alosa sapidissima,alosa sapidissima,Alosa sapidissima,FALSE,1,519453,FALSE,NA,1
Argyrosomus nibe,Atrobucca nibe,argyrosomus nibe,Atrobucca nibe,FALSE,1,353326,TRUE,NA,1
Alosa aestivalis,Alosa aestivalis,alosa aestivalis,Alosa aestivalis,FALSE,1,633305,FALSE,NA,1
Coregonus hoyi,Coregonus hoyi,coregonus hoyi,Coregonus hoyi,FALSE,1,629354,FALSE,NA,1
Abramis brama,Abramis brama,abramis brama,Abramis brama,FALSE,1,103921,FALSE,NA,1
Salvelinus fontinalis,Salvelinus fontinalis,salvelinus fontinalis,Salvelinus fontinalis,FALSE,1,688339,FALSE,NA,1
Micromesistius poutassou,Micromesistius poutassou,micromesistius poutassou,Micromesistius poutassou,FALSE,1,780760,FALSE,NA,1
Mallotus villosus,Mallotus villosus,mallotus villosus,Mallotus villosus,FALSE,1,399346,FALSE,NA,1
Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,oncorhynchus tshawytscha,Oncorhynchus tshawytscha,FALSE,1,730762,FALSE,NA,1
Oncorhynchus keta,Oncorhynchus keta,oncorhynchus keta,Oncorhynchus keta,FALSE,1,739921,FALSE,NA,1
Scomber japonicus,Scomber japonicus,scomber japonicus,Scomber japonicus,FALSE,1,70556,FALSE,NA,1
Oncorhynchus kisutch,Oncorhynchus kisutch,oncorhynchus kisutch,Oncorhynchus kisutch,FALSE,1,739917,FALSE,NA,1
Perca fluviatilis,Perca fluviatilis,perca fluviatilis,Perca fluviatilis,FALSE,1,186488,FALSE,NA,1
Reinhardtius hippoglossoides,Reinhardtius hippoglossoides,reinhardtius hippoglossoides,Reinhardtius hippoglossoides,FALSE,1,835141,FALSE,NA,1
Mugil cephalus,Mugil cephalus,mugil cephalus,Mugil cephalus,FALSE,1,418648,FALSE,NA,1
Notemigonus crysoleucas,Notemigonus crysoleucas,notemigonus crysoleucas,Notemigonus crysoleucas,FALSE,1,317376,FALSE,NA,1
Melanogrammus aeglefinus,Melanogrammus aeglefinus,melanogrammus aeglefinus,Melanogrammus aeglefinus,FALSE,1,635904,FALSE,NA,1
Merluccius gayi,Merluccius gayi,merluccius gayi,Merluccius gayi,FALSE,1,757319,FALSE,NA,1
Saurida tumbil,Saurida tumbil,saurida tumbil,Saurida tumbil,FALSE,1,188698,FALSE,NA,1
Coregonus clupeaformis,Coregonus clupeaformis,coregonus clupeaformis,Coregonus clupeaformis,FALSE,1,629345,FALSE,NA,1
Scomber scombrus,Scomber scombrus,scomber scombrus,Scomber scombrus,FALSE,1,70561,FALSE,NA,1
Trachurus trachurus,Trachurus trachurus,trachurus trachurus,Trachurus trachurus,FALSE,1,472429,FALSE,NA,1
Lepidorhombus whiffiagonis,Lepidorhombus whiffiagonis,lepidorhombus whiffiagonis,Lepidorhombus whiffiagonis,FALSE,1,509862,FALSE,NA,1
Brevoortia tyrannus,Brevoortia tyrannus,brevoortia tyrannus,Brevoortia tyrannus,FALSE,1,107265,FALSE,NA,1
Lophius piscatorius,Lophius piscatorius,lophius piscatorius,Lophius piscatorius,FALSE,1,583649,FALSE,NA,1
Pseudopentaceros wheeleri,Pentaceros wheeleri,pseudopentaceros wheeleri,Pentaceros wheeleri,FALSE,1,586291,TRUE,NA,1
Engraulis ringens,Engraulis ringens,engraulis ringens,Engraulis ringens,FALSE,1,211981,FALSE,NA,1
Gadus macrocephalus,Gadus macrocephalus,gadus macrocephalus,Gadus macrocephalus,FALSE,1,56885,FALSE,NA,1
Hippoglossus stenolepis,Hippoglossus stenolepis,hippoglossus stenolepis,Hippoglossus stenolepis,FALSE,1,831503,FALSE,NA,1
Esox lucius,Esox lucius,esox lucius,Esox lucius,FALSE,1,739941,FALSE,NA,1
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,oncorhynchus gorbuscha,Oncorhynchus gorbuscha,FALSE,1,739927,FALSE,NA,1
Pollachius virens,Pollachius virens,pollachius virens,Pollachius virens,FALSE,1,62649,FALSE,NA,1
Stizostedion lucioperca,Sander lucioperca,stizostedion lucioperca,Sander lucioperca,FALSE,1,557682,TRUE,NA,1
Eopsetta jordani,Eopsetta jordani,eopsetta jordani,Eopsetta jordani,FALSE,1,257073,FALSE,NA,1
Sebastes marinus,Sebastes marinus,sebastes marinus,Sebastes marinus,FALSE,1,696011,FALSE,sibling_higher,2
Urophycis chuss,Urophycis chuss,urophycis chuss,Urophycis chuss,FALSE,1,404847,FALSE,NA,1
Paralithodes camtschatica,Paralithodes camtschaticus,paralithodes camtschatica,Paralithodes camtschaticus,FALSE,1,131917,TRUE,NA,1
Rutilus rutilus,Rutilus rutilus,rutilus rutilus,Rutilus rutilus,FALSE,1,421037,FALSE,NA,1
Pagrus pagrus,Pagrus pagrus,pagrus pagrus,Pagrus pagrus,FALSE,1,760713,FALSE,NA,1
Lepidopsetta bilineata,Lepidopsetta bilineata,lepidopsetta bilineata,Lepidopsetta bilineata,FALSE,1,206083,FALSE,NA,1
Engraulis capensis,Engraulis capensis,engraulis capensis,Engraulis capensis,FALSE,1,3628520,FALSE,NA,2
Merluccius capensis,Merluccius capensis,merluccius capensis,Merluccius capensis,FALSE,1,757328,FALSE,NA,1
Trachurus capensis,Trachurus capensis,trachurus capensis,Trachurus capensis,FALSE,1,737848,FALSE,NA,1
Sardinops sagax,Sardinops sagax,sardinops sagax,Sardinops sagax,FALSE,1,382323,FALSE,NA,1
Sardinella brasiliensis,Sardinella brasiliensis,sardinella brasiliensis,Sardinella brasiliensis,FALSE,1,3628630,FALSE,NA,1
Sardina pilchardus,Sardina pilchardus,sardina pilchardus,Sardina pilchardus,FALSE,1,1027727,FALSE,NA,1
Chrysophrys major,Pagrus major,chrysophrys major,Pagrus major,FALSE,1,765344,TRUE,NA,1
Thunnus maccoyii,Thunnus maccoyii,thunnus maccoyii,Thunnus maccoyii,FALSE,1,358610,FALSE,NA,1
Placopecten magellanicus,Placopecten magellanicus,placopecten magellanicus,Placopecten magellanicus,FALSE,1,449041,FALSE,NA,1
Squalus acanthias,Squalus acanthias,squalus acanthias,Squalus acanthias,FALSE,1,1019126,FALSE,NA,1
Ammodytes marinus,Ammodytes marinus,ammodytes marinus,Ammodytes marinus,FALSE,1,289452,FALSE,NA,1
Paralichthys dentatus,Paralichthys dentatus,paralichthys dentatus,Paralichthys dentatus,FALSE,1,1019735,FALSE,NA,1
Merluccius bilinearis,Merluccius bilinearis,merluccius bilinearis,Merluccius bilinearis,FALSE,1,351757,FALSE,NA,1
Lutjanus synagris,Lutjanus synagris,lutjanus synagris,Lutjanus synagris,FALSE,1,943184,FALSE,NA,1
Oncorhynchus nerka,Oncorhynchus nerka,oncorhynchus nerka,Oncorhynchus nerka,FALSE,1,165375,FALSE,NA,1
Solea vulgaris,Solea solea,solea vulgaris,Solea solea,FALSE,1,710233,TRUE,NA,1
Oncorhynchus mykiss,Oncorhynchus mykiss,oncorhynchus mykiss,Oncorhynchus mykiss (species in domain Eukaryota),FALSE,1,165368,FALSE,NA,1
Penaeus esculentus,Penaeus esculentus,penaeus esculentus,Penaeus esculentus,FALSE,1,796554,FALSE,NA,1
Lactarius lactarius,Lactarius lactarius,lactarius lactarius,Lactarius lactarius,FALSE,1,939035,FALSE,incertae_sedis_inherited,1
Stizostedion vitreum,Sander vitreus,stizostedion vitreum,Sander vitreus,FALSE,1,557687,TRUE,NA,1
Urophycis tenuis,Urophycis tenuis,urophycis tenuis,Urophycis tenuis,FALSE,1,404841,FALSE,NA,1
Coregonus lavaretus,Coregonus lavaretus,coregonus lavaretus,Coregonus lavaretus,FALSE,1,872355,FALSE,NA,1
Theragra chalcogramma,Gadus chalcogrammus,theragra chalcogramma,Gadus chalcogrammus,FALSE,1,1056842,TRUE,NA,1
Sebastes entomelas,Sebastes entomelas,sebastes entomelas,Sebastes entomelas,FALSE,1,531068,FALSE,sibling_higher,1
Pseudociaena polyactis,Larimichthys polyactis,pseudociaena polyactis,Larimichthys polyactis,TRUE,0.956521749,461873,FALSE,NA,1
Limanda ferruginae,Myzopsetta ferruginea,limanda ferruginae,Myzopsetta ferruginea,TRUE,0.888888896,883419,FALSE,NA,1
Thunnus albacares,Thunnus albacares,thunnus albacares,Thunnus albacares,FALSE,1,833188,FALSE,NA,1
Taius tumifrons,Dentex tumifrons,taius tumifrons,Dentex tumifrons,FALSE,1,743339,TRUE,sibling_higher,1
Limanda aspera,Limanda aspera,limanda aspera,Limanda aspera,FALSE,1,206101,FALSE,NA,1
Sceloporus graciosus,Sceloporus graciosus,sceloporus graciosus,Sceloporus graciosus,FALSE,1,953312,FALSE,NA,1
Colinus virginianus,Colinus virginianus,colinus virginianus,Colinus virginianus,FALSE,1,204709,FALSE,NA,1
Bupalus piniaria,Bupalus piniaria,bupalus piniaria,Bupalus piniaria,FALSE,1,626092,FALSE,NA,1
Lagopus mutus,Lagopus muta,lagopus mutus,Lagopus muta,FALSE,1,504006,TRUE,NA,1
Halichoerus grypus,Halichoerus grypus,halichoerus grypus,Halichoerus grypus,FALSE,1,1040694,FALSE,NA,1
Cancer magister,Metacarcinus magister,cancer magister,Metacarcinus magister,FALSE,1,812825,TRUE,NA,1
Lampetra planeri,Lampetra planeri,lampetra planeri,Lampetra planeri,FALSE,1,227498,FALSE,NA,1
Callipepla californica,Callipepla californica,callipepla californica,Callipepla californica,FALSE,1,340882,FALSE,NA,1
Phoenicurus ochruros,Phoenicurus ochruros,phoenicurus ochruros,Phoenicurus ochruros,FALSE,1,33133,FALSE,NA,1
Luscinia megahrynchos,Luscinia megarhynchos,luscinia megahrynchos,Luscinia megarhynchos,TRUE,0.90476191,961118,FALSE,NA,2
Hesperia comma,Hesperia comma,hesperia comma,Hesperia comma,FALSE,1,1093034,FALSE,NA,1
Pyrgus malvae,Pyrgus malvae,pyrgus malvae,Pyrgus malvae,FALSE,1,673690,FALSE,NA,1
Colias crocea,Colias croceus,colias crocea,Colias croceus,FALSE,1,765655,TRUE,NA,1
Gonepteryx rhamni,Gonepteryx rhamni,gonepteryx rhamni,Gonepteryx rhamni,FALSE,1,274183,FALSE,NA,1
Anthocaris cardamines,Anthocharis cardamines,anthocaris cardamines,Anthocharis cardamines,TRUE,0.954545438,398585,FALSE,NA,2
Callophrys rubi,Callophrys rubi,callophrys rubi,Callophrys rubi,FALSE,1,145083,FALSE,sibling_higher,1
Quercusia quercus,Quercusia quercus,quercusia quercus,Quercusia quercus,FALSE,1,43158,FALSE,NA,1
Celastrina argiolus,Celastrina argiolus,celastrina argiolus,Celastrina argiolus,FALSE,1,532307,FALSE,NA,1
Aphantopus hyperantus,Aphantopus hyperantus,aphantopus hyperantus,Aphantopus hyperantus,FALSE,1,495344,FALSE,NA,1
Thymelicus sylvestris,Thymelicus sylvestris,thymelicus sylvestris,Thymelicus sylvestris,FALSE,1,220627,FALSE,NA,1
Ladoga camilla,Limenitis camilla,ladoga camilla,Limenitis camilla,FALSE,1,725957,TRUE,NA,1
Papilio machaon,Papilio machaon,papilio machaon,Papilio machaon,FALSE,1,1018322,FALSE,sibling_higher,1
Hipparchia semele,Hipparchia semele,hipparchia semele,Hipparchia semele,FALSE,1,106369,FALSE,NA,1
Argynnis paphia,Argynnis paphia,argynnis paphia,Argynnis paphia,FALSE,1,969449,FALSE,NA,1
Boloria selene,Boloria selene,boloria selene,Boloria selene,FALSE,1,1038979,FALSE,sibling_higher,1
Boloria euphrosyne,Boloria euphrosyne,boloria euphrosyne,Boloria euphrosyne,FALSE,1,1064470,FALSE,sibling_higher,1
Satyrium pruni,Satyrium pruni,satyrium pruni,Satyrium pruni,FALSE,1,790482,FALSE,sibling_higher,1
Satyrium w-album,Satyrium w-album,satyrium w-album,Satyrium w-album,FALSE,1,3139964,FALSE,sibling_higher,1
Thymelicus actaeon,Thymelicus acteon,thymelicus actaeon,Thymelicus acteon,FALSE,1,790464,TRUE,NA,1
Leptidea sinapsis,Leptidea sinapis,leptidea sinapsis,Leptidea sinapis,TRUE,0.9375,173126,FALSE,NA,2
Hamearis lucina,Hamearis lucina,hamearis lucina,Hamearis lucina,FALSE,1,846644,FALSE,NA,1
Ophrys sphegodes,Ophrys sphegodes,ophrys sphegodes,Ophrys sphegodes,FALSE,1,1071175,FALSE,NA,1
Luperina testacea,Luperina testacea,luperina testacea,Luperina testacea,FALSE,1,234691,FALSE,NA,1
Lithosia lurideola,Eilema lurideola,lithosia lurideola,Eilema lurideola,FALSE,1,3183182,TRUE,NA,1
Amathes c-nigrum,Xestia c-nigrum,amathes c-nigrum,Xestia c-nigrum,FALSE,1,535234,TRUE,sibling_higher,1
Macaca sylvanus,Macaca sylvanus,macaca sylvanus,Macaca sylvanus,FALSE,1,689645,FALSE,NA,1
Asterionella formosa,Asterionella formosa,asterionella formosa,Asterionella formosa,FALSE,1,613419,FALSE,NA,1
Myriophyllum spicatum,Myriophyllum spicatum,myriophyllum spicatum,Myriophyllum spicatum,FALSE,1,461144,FALSE,NA,2
Vallisneria americana,Vallisneria americana,vallisneria americana,Vallisneria americana,FALSE,1,328973,FALSE,NA,1
Najas,Najas,najas,Najas (genus in kingdom Archaeplastida),FALSE,1,785528,FALSE,NA,2
Elodea canadensis,Elodea canadensis,elodea canadensis,Elodea canadensis,FALSE,1,1070307,FALSE,NA,2
Heteranthera dubia,Heteranthera dubia,heteranthera dubia,Heteranthera dubia,FALSE,1,724344,FALSE,NA,1
Hirundo pyrrhonata,Petrochelidon pyrrhonota,hirundo pyrrhonata,Petrochelidon pyrrhonota,TRUE,0.944444418,302798,FALSE,NA,1
Philolithus densicollis,Philolithus densicollis,philolithus densicollis,Philolithus densicollis,FALSE,1,5230346,FALSE,NA,1
Haliaeetus leucocephalus,Haliaeetus leucocephalus,haliaeetus leucocephalus,Haliaeetus leucocephalus,FALSE,1,1012350,FALSE,NA,1
Falco sparverius,Falco sparverius,falco sparverius,Falco sparverius,FALSE,1,964519,FALSE,NA,1
Circus cyaneus,Circus cyaneus,circus cyaneus,Circus cyaneus,FALSE,1,581831,FALSE,NA,1
Buteo lineatus,Buteo lineatus,buteo lineatus,Buteo lineatus,FALSE,1,781301,FALSE,sibling_higher,1
Buteo lagopus,Buteo lagopus,buteo lagopus,Buteo lagopus,FALSE,1,188484,FALSE,sibling_higher,1
Anas strepera,Mareca strepera,anas strepera,Mareca strepera,FALSE,1,30856,TRUE,NA,1
Anas acuta,Anas acuta,anas acuta,Anas acuta,FALSE,1,855474,FALSE,sibling_higher,1
Anas crecca,Anas crecca,anas crecca,Anas crecca,FALSE,1,656799,FALSE,sibling_higher,1
Anas discors,Anas discors,anas discors,Anas discors,FALSE,1,82415,FALSE,sibling_higher,1
Anas clypeata,Anas clypeata,anas clypeata,Anas clypeata,FALSE,1,656794,FALSE,sibling_higher,1
Anas americana,Mareca americana,anas americana,Mareca americana,FALSE,1,656788,TRUE,NA,1
Aythya americana,Aythya americana,aythya americana,Aythya americana,FALSE,1,693332,FALSE,NA,1
Aythya valisinera,Aythya valisineria,aythya valisinera,Aythya valisineria,TRUE,0.944444418,832938,FALSE,NA,1
Aythya affinis,Aythya affinis,aythya affinis,Aythya affinis,FALSE,1,1044556,FALSE,NA,1
Oxyura jamaicensis,Oxyura jamaicensis,oxyura jamaicensis,Oxyura jamaicensis,FALSE,1,88378,FALSE,NA,1
Aythya collaris,Aythya collaris,aythya collaris,Aythya collaris,FALSE,1,1044563,FALSE,NA,1
Cepea nemoralis,Cepaea nemoralis,cepea nemoralis,Cepaea nemoralis,TRUE,0.9375,891883,FALSE,NA,4
Sciurus carolinensis,Sciurus carolinensis,sciurus carolinensis,Sciurus carolinensis,FALSE,1,410925,FALSE,NA,1
Gavia stellata,Gavia stellata,gavia stellata,Gavia stellata,FALSE,1,1057044,FALSE,NA,1
Macaca fuscata,Macaca fuscata,macaca fuscata,Macaca fuscata,FALSE,1,689660,FALSE,NA,1
Orconectes propinquus,Orconectes propinquus,orconectes propinquus,Orconectes propinquus,FALSE,1,827738,FALSE,NA,1
Orconectes virilis,Orconectes virilis,orconectes virilis,Orconectes virilis,FALSE,1,876593,FALSE,NA,1
Orconectes rusticus,Faxonius rusticus,orconectes rusticus,Faxonius rusticus,FALSE,1,169778,TRUE,NA,1
Corvus frugilegus,Corvus frugilegus,corvus frugilegus,Corvus frugilegus,FALSE,1,219955,FALSE,sibling_higher,1
Chaetoceras,Chaetoceras,chaetoceras,Chaetoceras (genus in kingdom Archaeplastida),FALSE,1,4740563,FALSE,sibling_higher,2
Chaetoceras decipiens,Chaetoceros decipiens,chaetoceras decipiens,Chaetoceros decipiens,TRUE,0.952380955,1094170,FALSE,sibling_higher,5
Chaetoceras debile,Chaetoceros debilis,chaetoceras debile,Chaetoceros debilis,TRUE,0.944444418,148502,FALSE,sibling_higher,2
Chaetoceras teres,Chaetoceros teres,chaetoceras teres,Chaetoceros teres,TRUE,0.941176474,2812513,FALSE,sibling_higher,5
Chaetoceras sociale,Chaetoceros sociale,chaetoceras sociale,Chaetoceros sociale,TRUE,0.947368443,2812497,FALSE,sibling_higher,2
Rhizosolenia,Rhizosolenia,rhizosolenia,Rhizosolenia (in Bacillariophytina),FALSE,1,5251209,FALSE,NA,4
Rhizosolenia semispina,Rhizosolenia hebetata,rhizosolenia semispina,Rhizosolenia hebetata,FALSE,1,2811916,TRUE,NA,1
Rhizosolenia shrubsolei,Rhizosolenia shrubsolei,rhizosolenia shrubsolei,Rhizosolenia shrubsolei,FALSE,1,338628,FALSE,NA,2
Rhizosolenia stolterfothii,Guinardia striata,rhizosolenia stolterfothii,Guinardia striata,FALSE,1,2811848,TRUE,NA,1
Rhizosolenia setigera,Rhizosolenia setigera,rhizosolenia setigera,Rhizosolenia setigera,FALSE,1,489192,FALSE,NA,1
Coscinodiscus,Coscinodiscus,coscinodiscus,Coscinodiscus,FALSE,1,790043,FALSE,sibling_higher,1
Coscinodiscus concinnus,Coscinodiscus concinnus,coscinodiscus concinnus,Coscinodiscus concinnus,FALSE,1,103952,FALSE,sibling_higher,1
Coscinodiscus radiatus,Coscinodiscus radiatus,coscinodiscus radiatus,Coscinodiscus radiatus,FALSE,1,790047,FALSE,sibling_higher,2
Coscinodiscus grani,Coscinodiscus granii,coscinodiscus grani,Coscinodiscus granii,TRUE,0.949999988,827654,FALSE,sibling_higher,9
Biddulphia,Biddulphia,biddulphia,Biddulphia,FALSE,1,874158,FALSE,sibling_higher,1
Biddulphia mobiliensis,Trieres mobiliensis,biddulphia mobiliensis,Trieres mobiliensis,FALSE,1,134700,TRUE,NA,1
Biddulphia sinensis,Trieres chinensis,biddulphia sinensis,Trieres chinensis,FALSE,1,150986,TRUE,NA,1
Guinardia flaccida,Guinardia flaccida,guinardia flaccida,Guinardia flaccida,FALSE,1,272514,FALSE,NA,1
Lauderia borealis,Lauderia borealis,lauderia borealis,Lauderia borealis,FALSE,1,28083,FALSE,NA,2
Thalassiosira gravida,Thalassiosira gravida,thalassiosira gravida,Thalassiosira gravida,FALSE,1,13272,FALSE,sibling_higher,1
Ceratium tripos,Neoceratium tripos,ceratium tripos,Neoceratium tripos,FALSE,1,531969,TRUE,NA,2
Peridinium,Peridinium,peridinium,Peridinium,FALSE,1,621394,FALSE,sibling_higher,1
Noctiluca miliaris,Noctiluca scintillans,noctiluca miliaris,Noctiluca scintillans,FALSE,1,746947,TRUE,NA,1
Medusoid gonophores,Scyphozoa,scyphozoa,Scyphozoa,FALSE,1,983579,FALSE,NA,1
Sagitta bipunctata,Sagitta bipunctata,sagitta bipunctata,Sagitta bipunctata,FALSE,1,778688,FALSE,NA,1
Calanus finmarchicus,Calanus finmarchicus,calanus finmarchicus,Calanus finmarchicus,FALSE,1,149532,FALSE,NA,1
Paracalanus parvus,Paracalanus parvus,paracalanus parvus,Paracalanus parvus,FALSE,1,851330,FALSE,NA,1
Pseudocalanus elongatus,Pseudocalanus elongatus,pseudocalanus elongatus,Pseudocalanus elongatus,FALSE,1,265969,FALSE,NA,1
Centropages hamatus,Centropages hamatus,centropages hamatus,Centropages hamatus,FALSE,1,265974,FALSE,NA,1
Oithona similis,Oithona similis,oithona similis,Oithona similis,FALSE,1,604717,FALSE,NA,1
Acartia clausi,Acartia clausii,acartia clausi,Acartia clausii,FALSE,1,1057154,TRUE,sibling_higher,1
Temora longicornis,Temora longicornis,temora longicornis,Temora longicornis,FALSE,1,504559,FALSE,NA,1
Anomolocera patersoni,Anomalocera patersoni,anomolocera patersoni,Anomalocera patersoni,TRUE,0.952380955,198611,FALSE,NA,2
Echinoderm plutei,Echinodermata,echinodermata,Echinodermata,FALSE,1,451020,FALSE,NA,1
Polychaete larvae,Polychaeta (class in Lophotrochozoa),polychaete,Polychaeta (class in Lophotrochozoa),TRUE,0.899999976,941618,FALSE,sibling_higher,5
Lamellibranch larvae,Bivalvia,bivalvia,Bivalvia,FALSE,1,1025545,FALSE,sibling_higher,1
Gastropod larvae,Gastropoda,gastropod,Gastropoda,TRUE,0.899999976,409995,FALSE,sibling_higher,6
Balanus balanoides,Semibalanus balanoides,balanus balanoides,Semibalanus balanoides,FALSE,1,374192,TRUE,NA,1
Sphinx ligustri,Sphinx ligustri,sphinx ligustri,Sphinx ligustri,FALSE,1,729700,FALSE,NA,1
Pheosia tremula,Pheosia tremula,pheosia tremula,Pheosia tremula,FALSE,1,153646,FALSE,NA,1
Ptilodon capucina,Ptilodon capucinus,ptilodon capucina,Ptilodon capucinus,FALSE,1,960406,TRUE,NA,1
Deilephila elpenor,Deilephila elpenor,deilephila elpenor,Deilephila elpenor,FALSE,1,3093426,FALSE,NA,1
Pheosia gnoma,Pheosia gnoma,pheosia gnoma,Pheosia gnoma,FALSE,1,153644,FALSE,NA,1
Odontosia carmelita,Odontosia carmelita,odontosia carmelita,Odontosia carmelita,FALSE,1,676879,FALSE,NA,1
Stauropus fagi,Stauropus fagi,stauropus fagi,Stauropus fagi,FALSE,1,255111,FALSE,NA,1
Eligmodonta ziczac,Eligmodonta ziczac,eligmodonta ziczac,Eligmodonta ziczac,FALSE,1,7717902,FALSE,NA,1
Pterostoma Palpina,Pterostoma Palpina,pterostoma palpina,Pterostoma palpina,FALSE,1,7151148,FALSE,NA,1
Drymonia dodonaea,Drymonia dodonaea,drymonia dodonaea,Drymonia dodonaea,FALSE,1,234695,FALSE,NA,1
Notodonta dromedarius,Notodonta dromedarius,notodonta dromedarius,Notodonta dromedarius,FALSE,1,958240,FALSE,NA,1
Phalera bucephala,Phalera bucephala,phalera bucephala,Phalera bucephala,FALSE,1,822698,FALSE,NA,1
Clostera curtula,Clostera curtula,clostera curtula,Clostera curtula,FALSE,1,262516,FALSE,NA,1
Tetheela fluctuosa,Tetheella fluctuosa,tetheela fluctuosa,Tetheella fluctuosa,TRUE,0.947368443,766627,FALSE,NA,2
Euproctis chrysorrhoea,Euproctis chrysorrhoea,euproctis chrysorrhoea,Euproctis chrysorrhoea,FALSE,1,785818,FALSE,NA,1
Habrosyne pyritoides,Habrosyne pyritoides,habrosyne pyritoides,Habrosyne pyritoides,FALSE,1,663988,FALSE,NA,1
Cymatophorima diluta,Cymatophorima diluta,cymatophorima diluta,Cymatophorima diluta,FALSE,1,906116,FALSE,NA,1
Euproctis similis,Euproctis similis,euproctis similis,Euproctis similis,FALSE,1,785821,FALSE,NA,1
Thyatira batis,Thyatira batis,thyatira batis,Thyatira batis,FALSE,1,192280,FALSE,NA,1
Achyla flavicornis,Achlya flavicornis,achyla flavicornis,Achlya flavicornis,FALSE,1,1098007,TRUE,NA,1
Lymantria monacha,Lymantria monacha,lymantria monacha,Lymantria monacha,FALSE,1,956407,FALSE,NA,1
Tethea ocularis octogesine,Tethea ocularis,tethea ocularis octogesine,Tethea ocularis,TRUE,0.923076928,134373,FALSE,NA,1
Polyploca ridens,Polyploca ridens,polyploca ridens,Polyploca ridens,FALSE,1,183636,FALSE,NA,1
Malacosome neustria,Malacosoma neustria,malacosome neustria,Malacosoma neustria,TRUE,0.947368443,440279,FALSE,NA,3
Ochropacha duplaria,Ochropacha duplaris,ochropacha duplaria,Ochropacha duplaris,TRUE,0.947368443,715765,FALSE,NA,2
Dasychira pudibunda,Calliteara pudibunda,dasychira pudibunda,Calliteara pudibunda,FALSE,1,325722,TRUE,NA,1
Trichiura crataegi,Trichiura crataegi,trichiura crataegi,Trichiura crataegi,FALSE,1,809017,FALSE,NA,1
Poecilocampa populi,Poecilocampa populi,poecilocampa populi,Poecilocampa populi,FALSE,1,168571,FALSE,NA,1
Drepana binaria,Watsonalla binaria,drepana binaria,Watsonalla binaria,FALSE,1,192264,TRUE,NA,1
Meganola albula,Meganola albula,meganola albula,Meganola albula,FALSE,1,683545,FALSE,sibling_higher,1
Lasiocampa quercus,Lasiocampa quercus,lasiocampa quercus,Lasiocampa quercus,FALSE,1,594577,FALSE,NA,1
Drepana falcataria,Drepana falcataria,drepana falcataria,Drepana falcataria,FALSE,1,897075,FALSE,NA,1
Nola confusalis,Nola confusalis,nola confusalis,Nola confusalis,FALSE,1,1039539,FALSE,sibling_higher,1
Macrothylacia rubi,Macrothylacia rubi,macrothylacia rubi,Macrothylacia rubi,FALSE,1,140039,FALSE,NA,1
