taxonname,name_cleaned,search_string,unique_name,approximate_match,score,ott_id,is_synonym,flags,number_matches
Gypona (Marganalana) trita,Gypona trita,gypona trita,Gypona trita,FALSE,1,4213613,FALSE,sibling_higher,1
Gypona (Marganalana) arunda,Gypona arunda,gypona arunda,Gypona arunda,FALSE,1,4213864,FALSE,sibling_higher,1
Polana gatunama,Polana gatunana,polana gatunama,Polana gatunana,TRUE,0.933333337,4214143,FALSE,NA,1
Ponanella erusa,Ponanella erusa,ponanella erusa,Ponanella erusa,FALSE,1,4205562,FALSE,NA,1
Polana (Bohemanella) bohemani,Polana bohemani,polana bohemani,Polana bohemani,FALSE,1,4214274,FALSE,NA,1
Scaris vulgata,Scaris vulgata,iassinae,Iassinae,FALSE,1,880057,FALSE,sibling_higher,1
Curtara (C.) cumbressa,Curtara cumbresa,curtara cumbressa,Curtara cumbresa,TRUE,0.9375,4209642,FALSE,NA,1
Scaris exerda var. supera,Scaris exerda,iassinae,Iassinae,FALSE,1,880057,FALSE,sibling_higher,1
Curtara divisa,Curtara divisa,curtara divisa,Curtara divisa,FALSE,1,4209697,FALSE,NA,1
Scaris crinatana,Scaris crinatana,iassinae,Iassinae,FALSE,1,880057,FALSE,sibling_higher,1
Curtara tropicana,Curtara tropicana,curtara tropicana,Curtara tropicana,FALSE,1,4209563,FALSE,NA,1
Ponanella ena,Ponanella ena,ponanella ena,Ponanella ena,FALSE,1,4205561,FALSE,NA,1
Polana (Polanana) nigrolabes,Polana nigrolabes,polana nigrolabes,Polana nigrolabes,FALSE,1,4214212,FALSE,NA,1
Hecalopona lyrata,Hecalapona lyrata,hecalopona lyrata,Hecalapona lyrata,TRUE,0.941176474,4205403,FALSE,NA,1
Hecalopona bulla,Hecalapona bulla,hecalopona bulla,Hecalapona bulla,TRUE,0.9375,4205453,FALSE,NA,4
Polana julna n. sp.,Polana julna,polana julna,Polana julna,FALSE,1,4214223,FALSE,NA,1
Tenuacia macera,Tenuacia macera,tenuacia macera,Tenuacia macera,FALSE,1,4210551,FALSE,NA,1
Scaris sundara,Scaris sundara,iassinae,Iassinae,FALSE,1,880057,FALSE,sibling_higher,1
Gypona (Marganalana) targa,Gypona targa,gypona targa,Gypona targa,FALSE,1,4213826,FALSE,sibling_higher,1
Zonana flamma,Zonana flamma,zonana flamma,Zonana flamma,FALSE,1,4212951,FALSE,NA,1
Gypona (Marganalana) gelbana,Gypona gelbana,gypona gelbana,Gypona gelbana,FALSE,1,4213707,FALSE,sibling_higher,1
Curtara (Curtara) culpa,Curtara culpa,curtara culpa,Curtara culpa,FALSE,1,4209670,FALSE,NA,1
Hecalopona bimaculata,Hecalapona bimacula,hecalopona bimaculata,Hecalapona bimacula,TRUE,0.842105269,4205424,FALSE,NA,2
Scaris decorata,Scaris decorata,iassinae,Iassinae,FALSE,1,880057,FALSE,sibling_higher,1
Curtara breva,Curtara breva,curtara breva,Curtara breva,FALSE,1,4209554,FALSE,NA,1
Unknown Insect sp275,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp274,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp138,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp137,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp136,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp135,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Idiocerus capnus,Idiocerus capnus,idiocerus capnus,Idiocerus capnus,FALSE,1,4212620,FALSE,NA,1
Unknown Insect sp134,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp133,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp132,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp131,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp130,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp129,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp128,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp127,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp126,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp125,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp124,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp123,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp122,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Xestocephalus brunneus,Xestocephalus brunneus,xestocephalus brunneus,Xestocephalus brunneus,FALSE,1,5827445,FALSE,NA,1
Xestocephalus costatus,Xestocephalus costatus,xestocephalus costatus,Xestocephalus costatus,FALSE,1,7873915,FALSE,NA,1
Xestocephalus miramari,Xestocephalus miramari,xestocephalus miramari,Xestocephalus miramari,FALSE,1,3460033,FALSE,NA,1
Xestocephalus ancorifer,Xestocephalus ancorifer,xestocephalus ancorifer,Xestocephalus ancorifer,FALSE,1,3460035,FALSE,NA,1
Xestocephalus albometus ?+ X.subtesselatus,Xestocephalus albometus,xestocephalus albometus,Xestocephalus albometus,FALSE,1,7873913,FALSE,NA,1
Xestocephalus desertorum,Xestocephalus desertorum,xestocephalus desertorum,Xestocephalus desertorum,FALSE,1,908876,FALSE,NA,1
Xestocephalus albopunctatus,Xestocephalus albopunctatus,xestocephalus albopunctatus,Xestocephalus albopunctatus,FALSE,1,3460004,FALSE,NA,1
Xestocephalus fulvus,Xestocephalus fulvus,xestocephalus fulvus,Xestocephalus fulvus,FALSE,1,3460087,FALSE,NA,1
Portanus minor,Portanus minor,portanus minor,Portanus minor,FALSE,1,4204125,FALSE,NA,1
Choerododis rhombicollis,Choeradodis rhombicollis,choerododis rhombicollis,Choeradodis rhombicollis,TRUE,0.958333313,469965,FALSE,NA,2
Peucestes championi,Steirodon championi,peucestes championi,Steirodon championi,FALSE,1,3490433,TRUE,NA,1
Unknown Insect sp195,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp194,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp191,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Pycnopalpa bicordatum,Pycnopalpa bicordata,pycnopalpa bicordatum,Pycnopalpa bicordata,TRUE,0.899999976,3491918,FALSE,NA,1
Mantidae,Mantidae,mantidae,Mantidae,FALSE,1,656296,FALSE,NA,1
Unknown Insect sp185,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp202,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp201,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp200,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp199,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp198,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp197,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp183,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp196,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp203,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp182,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp187,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp181,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Acanthops falcata,Acanthops falcata,acanthops falcata,Acanthops falcata,FALSE,1,4176685,FALSE,NA,1
Unknown Insect sp192,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp213,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Phyllovatas chlorophaea,Pseudovates chlorophaea,phyllovatas chlorophaea,Pseudovates chlorophaea,TRUE,0.956521749,50309,FALSE,NA,1
Unknown Insect sp231,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp232,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Angela pr. Quadrimaculata,Angela,angela,Angela,FALSE,1,137144,FALSE,sibling_higher,2
Unknown Insect sp233,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp247,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp235,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp230,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp237,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp238,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp239,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp240,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp241,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp242,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp243,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp244,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp229,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp246,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp193,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp248,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp190,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp249,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp250,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp189,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp253,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp252,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp251,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp245,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp236,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp188,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp215,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp205,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp206,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp207,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp208,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp209,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp210,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp254,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp211,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp212,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp217,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp214,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp234,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp216,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp204,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp218,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp186,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp219,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp220,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp221,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp222,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp255,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp223,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp224,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp225,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp184,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp226,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp227,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp228,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Calathus melanocephalus,Calathus melanocephalus,calathus melanocephalus,Calathus melanocephalus,FALSE,1,276640,FALSE,NA,1
Pterostichus vericolor,Poecilus versicolor,pterostichus vericolor,Poecilus versicolor,TRUE,0.956521749,244736,FALSE,NA,8
Nebria brevicollis,Nebria brevicollis,nebria brevicollis,Nebria brevicollis,FALSE,1,686814,FALSE,NA,1
Panaxia dominula-dominula,Panaxia dominula,panaxia dominula,Panaxia dominula,FALSE,1,7712889,FALSE,sibling_higher,1
Panaxia dominula-medionigra,Panaxia dominula,panaxia dominula,Panaxia dominula,FALSE,1,7712889,FALSE,sibling_higher,1
Panaxia dominula-bimacula,Panaxia dominula,panaxia dominula,Panaxia dominula,FALSE,1,7712889,FALSE,sibling_higher,1
Ovibos moschatus,Ovibos moschatus,ovibos moschatus,Ovibos moschatus,FALSE,1,123197,FALSE,NA,1
Pinus resinosa,Pinus resinosa,pinus resinosa,Pinus resinosa,FALSE,1,81207,FALSE,NA,2
Conophthorus resinosae,Conophthorus resinosae,conophthorus resinosae,Conophthorus resinosae,FALSE,1,885007,FALSE,NA,1
Geospiza conirostris,Geospiza conirostris,geospiza conirostris,Geospiza conirostris,FALSE,1,589953,FALSE,NA,1
Wiseana cervinata,Wiseana cervinata,wiseana cervinata,Wiseana cervinata,FALSE,1,637385,FALSE,NA,1
Spilonota ocellana,Spilonota ocellana,spilonota ocellana,Spilonota ocellana,FALSE,1,195382,FALSE,NA,1
Laspeyresia pomonella,Cydia pomonella,laspeyresia pomonella,Cydia pomonella,FALSE,1,819146,TRUE,NA,1
Euphydryas editha,Euphydryas editha,euphydryas editha,Euphydryas editha,FALSE,1,927502,FALSE,NA,1
Phoca vitulina,Phoca vitulina,phoca vitulina,Phoca vitulina,FALSE,1,698422,FALSE,sibling_higher,1
Caiman crocodilus,Caiman crocodilus,caiman crocodilus,Caiman crocodilus,FALSE,1,912130,FALSE,NA,1
Hydrochaerus hydrochaeris,Hydrochoerus hydrochaeris,hydrochaerus hydrochaeris,Hydrochoerus hydrochaeris,FALSE,1,744018,TRUE,NA,1
Pteronura brasiliensis,Pteronura brasiliensis,pteronura brasiliensis,Pteronura brasiliensis,FALSE,1,397142,FALSE,NA,1
Lontra longicaudis,Lontra longicaudis,lontra longicaudis,Lontra longicaudis,FALSE,1,1088406,FALSE,NA,1
Loxia curvirostra,Loxia curvirostra,loxia curvirostra,Loxia curvirostra,FALSE,1,298778,FALSE,NA,1
Podiceps cristatus,Podiceps cristatus,podiceps cristatus,Podiceps cristatus,FALSE,1,92263,FALSE,NA,1
Anser anser,Anser anser,anser anser,Anser anser,FALSE,1,190887,FALSE,NA,1
Anas penelope,Mareca penelope,anas penelope,Mareca penelope,FALSE,1,765180,TRUE,NA,1
Anas querquedula,Anas querquedula,anas querquedula,Anas querquedula,FALSE,1,604176,FALSE,sibling_higher,1
Aythya marila,Aythya marila,aythya marila,Aythya marila,FALSE,1,1044561,FALSE,NA,1
Ardea purpurea,Ardea purpurea,ardea purpurea,Ardea purpurea,FALSE,1,273431,FALSE,NA,1
Errastunus ocellaris,Errastunus ocellaris,errastunus ocellaris,Errastunus ocellaris,FALSE,1,4214069,FALSE,NA,1
Dicranotropis hamata,Dicranotropis hamata,dicranotropis hamata,Dicranotropis hamata,FALSE,1,432068,FALSE,sibling_higher,1
Asio otus,Asio otus,asio otus,Asio otus,FALSE,1,1060752,FALSE,NA,1
Microtus oeconomus,Microtus oeconomus,microtus oeconomus,Microtus oeconomus,FALSE,1,1051081,FALSE,NA,1
Microtus arvalis,Microtus arvalis,microtus arvalis,Microtus arvalis,FALSE,1,449577,FALSE,NA,1
Baizongia pistaciae,Baizongia pistaciae,baizongia pistaciae,Baizongia pistaciae,FALSE,1,138832,FALSE,NA,1
Vincetoxicum hirundinaria,Vincetoxicum hirundinaria,vincetoxicum hirundinaria,Vincetoxicum hirundinaria,FALSE,1,46131,FALSE,sibling_higher,1
Tipula paludosa,Tipula paludosa,tipula paludosa,Tipula paludosa,FALSE,1,453101,FALSE,NA,1
Lymantria dispar,Lymantria dispar,lymantria dispar,Lymantria dispar,FALSE,1,886835,FALSE,NA,1
Carduelis chloris,Chloris chloris,carduelis chloris,Chloris chloris,FALSE,1,1083715,TRUE,NA,1
Keratella quadrata,Keratella quadrata,keratella quadrata,Keratella quadrata,FALSE,1,59521,FALSE,NA,1
Asplanchna priodonta,Asplanchna priodonta,asplanchna priodonta,Asplanchna priodonta,FALSE,1,2940885,FALSE,NA,1
Conochilus unicornis,Conochilus unicornis,conochilus unicornis,Conochilus unicornis,FALSE,1,1039709,FALSE,NA,1
Bosmina longirostris,Bosmina longirostris,bosmina longirostris,Bosmina longirostris,FALSE,1,46782,FALSE,sibling_higher,1
Daphnia cucullata,Daphnia cucullata,daphnia cucullata,Daphnia cucullata,FALSE,1,996298,FALSE,sibling_higher,1
Eudiaptomas gracilioides and Eudiaptomas gracilis.,Eudiaptomus,eudiaptomas,Eudiaptomus,TRUE,0.909090936,341022,FALSE,NA,2
Limnocalanus macrurus,Limnocalanus macrurus,limnocalanus macrurus,Limnocalanus macrurus,FALSE,1,1067658,FALSE,NA,1
Heterocope appendiculata,Heterocope appendiculata,heterocope appendiculata,Heterocope appendiculata,FALSE,1,900651,FALSE,NA,1
Mesocyclops oithonoides,Thermocyclops oithonoides,mesocyclops oithonoides,Thermocyclops oithonoides,FALSE,1,2947030,TRUE,NA,1
Mesocyclops leuckartii,Mesocyclops leuckarti,mesocyclops leuckartii,Mesocyclops leuckarti,TRUE,0.952380955,916876,FALSE,NA,2
Diatoma elongatum,Diatoma tenuis,diatoma elongatum,Diatoma tenuis,FALSE,1,499040,TRUE,NA,1
Fragilaria crotonensis,Fragilaria crotonensis,fragilaria crotonensis,Fragilaria crotonensis,FALSE,1,613409,FALSE,NA,1
Synedra acus,Ulnaria acus,synedra acus,Ulnaria acus,FALSE,1,992764,TRUE,NA,1
Cryptomonas ovata,Cryptomonas ovata,cryptomonas ovata,Cryptomonas ovata,FALSE,1,249589,FALSE,sibling_higher,1
Apodemus flavicollis,Apodemus flavicollis,apodemus flavicollis,Apodemus flavicollis,FALSE,1,1088760,FALSE,NA,1
Rattus norvegicus,Rattus norvegicus,rattus norvegicus,Rattus norvegicus,FALSE,1,271555,FALSE,NA,1
Sorex,Sorex,sorex,Sorex,FALSE,1,226394,FALSE,NA,1
Enhydra lutris,Enhydra lutris,enhydra lutris,Enhydra lutris,FALSE,1,949676,FALSE,NA,1
Microtus rossiaemeridionalis,Microtus levis,microtus rossiaemeridionalis,Microtus levis,FALSE,1,163267,TRUE,NA,1
Selasphorus platycercus,Selasphorus platycercus,selasphorus platycercus,Selasphorus platycercus,FALSE,1,164175,FALSE,NA,1
Mustela erminea,Mustela erminea,mustela erminea,Mustela erminea,FALSE,1,681184,FALSE,NA,1
Mustela nivalis nivalis,Luzula nivalis,mustela nivalis nivalis,Luzula nivalis,TRUE,0.818181813,118009,FALSE,NA,1
Peromyscus,Peromyscus,peromyscus,Peromyscus,FALSE,1,764826,FALSE,NA,1
Napaeozapus insignis,Napaeozapus insignis,napaeozapus insignis,Napaeozapus insignis,FALSE,1,379305,FALSE,NA,1
Blarina brevicauda,Blarina brevicauda,blarina brevicauda,Blarina brevicauda,FALSE,1,54160,FALSE,NA,1
Canis lupus,Canis lupus,canis lupus,Canis lupus,FALSE,1,247341,FALSE,NA,1
Branta bernicla bernicla,Branta bernicla,branta bernicla,Branta bernicla,FALSE,1,135287,FALSE,NA,1
Lynx lynx,Lynx lynx,lynx lynx,Lynx lynx,FALSE,1,886829,FALSE,NA,1
Taurotragus oryx,Tragelaphus oryx,taurotragus oryx,Tragelaphus oryx,FALSE,1,70832,TRUE,NA,1
Gazella granti,Nanger granti,gazella granti,Nanger granti,FALSE,1,346068,TRUE,NA,1
Alcelaphus buselaphus,Alcelaphus buselaphus,alcelaphus buselaphus,Alcelaphus buselaphus,FALSE,1,989807,FALSE,NA,1
Struthio camelus,Struthio camelus,struthio camelus,Struthio camelus,FALSE,1,647692,FALSE,NA,1
Gazella thomsoni,Eudorcas thomsonii,gazella thomsoni,Eudorcas thomsonii,FALSE,1,702522,TRUE,NA,1
Damaliscus lunatus,Damaliscus lunatus,damaliscus lunatus,Damaliscus lunatus,FALSE,1,19010,FALSE,NA,1
Panthera leo,Panthera leo,panthera leo,Panthera leo,FALSE,1,563151,FALSE,NA,1
Lycaon pictus,Lycaon pictus,lycaon pictus,Lycaon pictus,FALSE,1,821953,FALSE,NA,1
Microtus and allied genera,Microtus,microtus,Microtus,FALSE,1,241405,FALSE,NA,1
Sus scrofa,Sus scrofa,sus scrofa,Sus scrofa,FALSE,1,730013,FALSE,NA,1
Pisidium,Pisidium,pisidium,Pisidium,FALSE,1,102604,FALSE,NA,1
Spiza americana,Spiza americana,spiza americana,Spiza americana,FALSE,1,364334,FALSE,NA,1
Ficedula albicollis,Ficedula albicollis,ficedula albicollis,Ficedula albicollis,FALSE,1,107840,FALSE,sibling_higher,1
Falco tinnunculus,Falco tinnunculus,falco tinnunculus,Falco tinnunculus,FALSE,1,534514,FALSE,NA,1
Tympanuchus phasianellus and Tympanuchus cupido,Tympanuchus,tympanuchus,Tympanuchus,FALSE,1,728075,FALSE,NA,1
Tympanuchus phasianellus,Tympanuchus phasianellus,tympanuchus phasianellus,Tympanuchus phasianellus,FALSE,1,979422,FALSE,NA,1
Tympanuchus cupido and Tympanuchus pallidicinctus,Tympanuchus,tympanuchus,Tympanuchus,FALSE,1,728075,FALSE,NA,1
Dendragapus canadensis,Falcipennis canadensis,dendragapus canadensis,Falcipennis canadensis,FALSE,1,55937,TRUE,NA,1
Accipiter,Accipiter,accipiter,Accipiter,FALSE,1,786432,FALSE,NA,1
Strigiformes,Strigiformes,strigiformes,Strigiformes,FALSE,1,1028829,FALSE,sibling_higher,1
Accipiter gentilis,Accipiter gentilis,accipiter gentilis,Accipiter gentilis,FALSE,1,786433,FALSE,NA,1
Chromatomyia suikazurae,Chromatomyia suikazurae,chromatomyia suikazurae,Chromatomyia suikazurae,FALSE,1,4393518,FALSE,NA,1
Sciurus,Sciurus,sciurus,Sciurus,FALSE,1,866983,FALSE,NA,2
Callosobruchus chinensis,Callosobruchus chinensis,callosobruchus chinensis,Callosobruchus chinensis,FALSE,1,986312,FALSE,NA,1
Neocatolaccus mamezophagus,Anisopteromalus calandrae,neocatolaccus mamezophagus,Anisopteromalus calandrae,FALSE,1,425750,TRUE,NA,1
Heterospilus prosopidis,Heterospilus prosopidis,heterospilus prosopidis,Heterospilus prosopidis,FALSE,1,397964,FALSE,NA,1
Alectoris rufa,Alectoris rufa,alectoris rufa,Alectoris rufa,FALSE,1,51360,FALSE,NA,1
Gallinula chloropus,Gallinula chloropus,gallinula chloropus,Gallinula chloropus,FALSE,1,1041541,FALSE,NA,1
Carduelis carduelis,Carduelis carduelis,carduelis carduelis,Carduelis carduelis,FALSE,1,1083719,FALSE,NA,1
Motacilla alba,Motacilla alba,motacilla alba,Motacilla alba,FALSE,1,695336,FALSE,NA,1
Andraca bipunctata,Andraca bipunctata,andraca bipunctata,Andraca bipunctata,FALSE,1,4235654,FALSE,NA,1
Bourletiella viridescens,Bourletiella viridescens,bourletiella viridescens,Bourletiella viridescens,FALSE,1,5008271,FALSE,NA,1
Chirosia albifrons,Chirosia albifrons,chirosia albifrons,Chirosia albifrons,FALSE,1,4361264,FALSE,sibling_higher,1
Chirosia histricina,Chirosia histricina,chirosia histricina,Chirosia histricina,FALSE,1,4361280,FALSE,sibling_higher,1
Chirosia parvicornis,Chirosia grossicauda,chirosia parvicornis,Chirosia grossicauda,FALSE,1,4361286,TRUE,sibling_higher,1
Dasineura filicina,Dasineura filicina,dasineura filicina,Dasineura filicina,FALSE,1,4482692,FALSE,sibling_higher,1
Dasineura pteridicola,Dasineura pteridicola,dasineura pteridicola,Dasineura pteridicola,FALSE,1,4482676,FALSE,sibling_higher,1
Unknown Insect sp269,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Ditropis pteridis,Ditropis pteridis,ditropis pteridis,Ditropis pteridis,FALSE,1,3463512,FALSE,NA,1
Macrosiphum ptericolens,Macrosiphum ptericolens,macrosiphum ptericolens,Macrosiphum ptericolens,FALSE,1,3448652,FALSE,NA,1
Monalocoris filicis,Monalocoris filicis,monalocoris filicis,Monalocoris filicis,FALSE,1,3477605,FALSE,NA,1
Unknown Insect sp281,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Stromboceros delicatulus,Stromboceros delicatulus,stromboceros delicatulus,Stromboceros delicatulus,FALSE,1,4577854,FALSE,NA,1
Strongylogaster lineata,Strongylogaster lata,strongylogaster lineata,Strongylogaster lata,TRUE,0.850000024,7870001,FALSE,NA,3
Tenthredo ferruginea,Tenthredo ferruginea,tenthredo ferruginea,Tenthredo ferruginea,FALSE,1,3245259,FALSE,sibling_higher,1
Unknown Insect sp313,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Olethreutes lacunana,Olethreutes lacunana,olethreutes lacunana,Olethreutes lacunana,FALSE,1,589315,FALSE,NA,1
Paltodora cytisella,Monochroa cytisella,paltodora cytisella,Monochroa cytisella,FALSE,1,3225309,TRUE,NA,1
Cyzenis albicans,Cyzenis albicans,cyzenis albicans,Cyzenis albicans,FALSE,1,4387245,FALSE,NA,1
Dendrolimus pini,Dendrolimus pini,dendrolimus pini,Dendrolimus pini,FALSE,1,413584,FALSE,NA,1
Diprion hercyniae,Gilpinia hercyniae,gilpinia hercyniae,Gilpinia hercyniae,FALSE,1,419524,FALSE,NA,1
Epiphya postvittana,Epiphyas postvittana,epiphya postvittana,Epiphyas postvittana,TRUE,0.949999988,404268,FALSE,NA,1
Eucosma insertana,Eucosma desertana,eucosma insertana,Eucosma desertana,TRUE,0.882352948,3049950,FALSE,NA,4
Unknown Insect sp296,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
