mainid,datasourceid,locationid,taxonname,lon,lat,reference,ott_id,name_cleaned,ncbi_id,genus,family,order,class,phylum,kingdom,taxon_rank
9642,583,10784,Phylopertha horticola,NA,NA,Proc. R. Soc. Edinburgh 82B:145-199,761587,Phyllopertha horticola,207390,Phyllopertha,Scarabaeidae,Coleoptera,Insecta,Arthropoda,Metazoa,species
9643,584,10784,Dendroctonus frontalis,NA,NA,Environmental Entomology 20:401-409,1017380,Dendroctonus frontalis,77161,Dendroctonus,Curculionidae,Coleoptera,Insecta,Arthropoda,Metazoa,species
9644,585,10784,Hyphantria cunea,NA,NA,Canadian Entomologist 96:356-358,1003216,Hyphantria cunea,39466,Hyphantria,Erebidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
9645,585,10784,Anticlea derivata,NA,NA,Canadian Entomologist 96:356-358,63662,Anticlea derivata,934824,Anticlea,Geometridae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
9646,587,10784,Lymantria dispar,NA,NA,"in: Dynamics of Forest Insect populations, patterns, causes, implications. Edited by Berryman, A.A., p353-375",886835,Lymantria dispar,13123,Lymantria,Erebidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
9683,520,10784,Laspeyresia pomonella,NA,NA,"Canadian Entomologist, 109:1555-1562",819146,Cydia pomonella,82600,Cydia,Tortricidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
9688,26,119,Panolis flammea,11.5,52.45,"Journal of Animal Ecology, 18:117-122",757992,Panolis flammea,988141,Panolis,Noctuidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
9689,26,119,Hyloicus pinastri,11.5,52.45,"Journal of Animal Ecology, 18:117-122",535231,Sphinx pinastri,987436,Sphinx,Sphingidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
9690,26,119,Dendrolimus pini,11.5,52.45,"Journal of Animal Ecology, 18:117-122",413584,Dendrolimus pini,151304,Dendrolimus,Lasiocampidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
9691,26,119,Bupalus piniaria,11.5,52.45,"Journal of Animal Ecology, 18:117-122",626092,Bupalus piniaria,104490,Bupalus,Geometridae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
9692,590,10783,Meles meles,10,50,"Gurney and Jackson, London.",923113,Meles meles,9662,Meles,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
9693,590,10783,Felidae,10,50,"Gurney and Jackson, London.",563159,Felidae,9681,NA,Felidae,Carnivora,Mammalia,Chordata,Metazoa,family
9694,590,10783,Mustela erminea,10,50,"Gurney and Jackson, London.",681184,Mustela erminea,36723,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
9695,590,10783,Martes foina,10,50,"Gurney and Jackson, London.",348047,Martes foina,9659,Martes,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
9696,590,10783,Mustela putorius,10,50,"Gurney and Jackson, London.",923126,Mustela putorius,9668,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
9697,590,10783,Martes zibellina,10,50,"Gurney and Jackson, London.",681187,Martes zibellina,36722,Martes,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
9698,590,10783,Oryctolagus cuniculus,10,50,"Gurney and Jackson, London.",864596,Oryctolagus cuniculus,9986,Oryctolagus,Leporidae,Lagomorpha,Mammalia,Chordata,Metazoa,species
9699,590,10783,Sciurus,10,50,"Gurney and Jackson, London.",866983,Sciurus,10001,NA,Sciuridae,Rodentia,Mammalia,Chordata,Metazoa,genus
9700,590,10787,Castor canadensis,-100,45,"Gurney and Jackson, London.",886085,Castor canadensis,51338,Castor,Castoridae,Rodentia,Mammalia,Chordata,Metazoa,species
9701,590,10787,Castor canadensis,-100,45,"Gurney and Jackson, London.",886085,Castor canadensis,51338,Castor,Castoridae,Rodentia,Mammalia,Chordata,Metazoa,species
9702,590,10787,Martes americana,-100,45,"Gurney and Jackson, London.",923116,Martes americana,9660,Martes,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
9703,590,10787,Lutra canadensis,-100,45,"Gurney and Jackson, London.",656961,Lontra canadensis,76717,Lontra,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
9704,590,10787,Lynx canadensis,-100,45,"Gurney and Jackson, London.",507549,Lynx canadensis,61383,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
9705,590,10787,Vulpes,-100,45,"Gurney and Jackson, London.",821970,Vulpes,9625,Vulpes,Canidae,Carnivora,Mammalia,Chordata,Metazoa,genus
9706,590,10787,Gulo gulo,-100,45,"Gurney and Jackson, London.",178247,Gulo gulo,48420,Gulo,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
9707,590,10787,Ursus,-100,45,"Gurney and Jackson, London.",178482,Ursus,9639,Ursus,Ursidae,Carnivora,Mammalia,Chordata,Metazoa,genus
9708,590,10787,Canis lupus,-100,45,"Gurney and Jackson, London.",247341,Canis lupus,9612,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
9709,590,10787,Mustela vison,-100,45,"Gurney and Jackson, London.",310482,Neovison vison,452646,Neogale,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
9710,590,10787,Ondatra zibethicus,-100,45,"Gurney and Jackson, London.",816252,Ondatra zibethicus,10060,Ondatra,Cricetidae,Rodentia,Mammalia,Chordata,Metazoa,species
9711,590,10787,Procyon Lotor,-100,45,"Gurney and Jackson, London.",348040,Procyon Lotor,9654,Procyon,Procyonidae,Carnivora,Mammalia,Chordata,Metazoa,species
9712,590,10787,Cervus,-100,45,"Gurney and Jackson, London.",460519,Cervus,9859,Cervus,Cervidae,Artiodactyla,Mammalia,Chordata,Metazoa,genus
9713,590,10787,Lepus americanus,-100,45,"Gurney and Jackson, London.",923734,Lepus americanus,48086,Lepus,Leporidae,Lagomorpha,Mammalia,Chordata,Metazoa,species
9714,590,10787,Martes pennanti,-100,45,"Gurney and Jackson, London.",4697,Martes pennanti,76720,Pekania,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
9715,590,10787,Cygnus,-100,45,"Gurney and Jackson, London.",140298,Cygnus,8867,Cygnus,Anatidae,Anseriformes,Aves,Chordata,Metazoa,genus
9716,590,10787,Castor canadensis,-100,45,"Gurney and Jackson, London.",886085,Castor canadensis,51338,Castor,Castoridae,Rodentia,Mammalia,Chordata,Metazoa,species
9717,590,10787,Taxidea taxus,-100,45,"Gurney and Jackson, London.",754612,Taxidea taxus,30554,Taxidea,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
9718,590,10787,Mephitis mephitis,-100,45,"Gurney and Jackson, London.",231602,Mephitis mephitis,30548,Mephitis,Mephitidae,Carnivora,Mammalia,Chordata,Metazoa,species
9719,590,10787,Otariidae,-100,45,"Gurney and Jackson, London.",749638,Otariidae,9702,NA,Otariidae,Carnivora,Mammalia,Chordata,Metazoa,family
9720,590,10787,Callorhinus ursinus,-100,45,"Gurney and Jackson, London.",949693,Callorhinus ursinus,34884,Callorhinus,Otariidae,Carnivora,Mammalia,Chordata,Metazoa,species
9721,590,82,Castor canadensis,-100,45,"Gurney and Jackson, London.",886085,Castor canadensis,51338,Castor,Castoridae,Rodentia,Mammalia,Chordata,Metazoa,species
9722,590,82,Ursus,-100,45,"Gurney and Jackson, London.",178482,Ursus,9639,Ursus,Ursidae,Carnivora,Mammalia,Chordata,Metazoa,genus
9723,590,82,Lutra canadensis,-100,45,"Gurney and Jackson, London.",656961,Lontra canadensis,76717,Lontra,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
9724,590,82,Martes pennanti,-100,45,"Gurney and Jackson, London.",4697,Martes pennanti,76720,Pekania,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
9725,590,82,Martes americana,-100,45,"Gurney and Jackson, London.",923116,Martes americana,9660,Martes,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
9726,590,82,Canis lupus,-100,45,"Gurney and Jackson, London.",247341,Canis lupus,9612,Canis,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
9727,590,82,Gulo gulo,-100,45,"Gurney and Jackson, London.",178247,Gulo gulo,48420,Gulo,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
9728,590,82,Lynx canadensis,-100,45,"Gurney and Jackson, London.",507549,Lynx canadensis,61383,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
9729,590,82,Mustela vison,-100,45,"Gurney and Jackson, London.",310482,Neovison vison,452646,Neogale,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
9730,590,82,Vulpes fulva,-100,45,"Gurney and Jackson, London.",821964,Vulpes vulpes,9627,Vulpes,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
9731,590,82,Procyon Lotor,-100,45,"Gurney and Jackson, London.",348040,Procyon Lotor,9654,Procyon,Procyonidae,Carnivora,Mammalia,Chordata,Metazoa,species
9732,590,82,Ondatra zibethicus,-100,45,"Gurney and Jackson, London.",816252,Ondatra zibethicus,10060,Ondatra,Cricetidae,Rodentia,Mammalia,Chordata,Metazoa,species
9733,590,82,Cervus elaphus canadensis,-100,45,"Gurney and Jackson, London.",5852679,Cervus canadensis canadensis,9861,Cervus,Cervidae,Artiodactyla,Mammalia,Chordata,Metazoa,subspecies
9734,590,82,Cervidae,-100,45,"Gurney and Jackson, London.",460505,Cervidae,9850,NA,Cervidae,Artiodactyla,Mammalia,Chordata,Metazoa,family
9735,590,82,Castor canadensis,-100,45,"Gurney and Jackson, London.",886085,Castor canadensis,51338,Castor,Castoridae,Rodentia,Mammalia,Chordata,Metazoa,species
9736,590,82,Cygnus,-100,45,"Gurney and Jackson, London.",140298,Cygnus,8867,Cygnus,Anatidae,Anseriformes,Aves,Chordata,Metazoa,genus
9737,590,82,Didelphis virginiana,-100,45,"Gurney and Jackson, London.",919171,Didelphis virginiana,9267,Didelphis,Didelphidae,Didelphimorphia,Mammalia,Chordata,Metazoa,species
9738,590,82,Callorhinus ursinus,-100,45,"Gurney and Jackson, London.",949693,Callorhinus ursinus,34884,Callorhinus,Otariidae,Carnivora,Mammalia,Chordata,Metazoa,species
9739,590,82,Mephitis mephitis,-100,45,"Gurney and Jackson, London.",231602,Mephitis mephitis,30548,Mephitis,Mephitidae,Carnivora,Mammalia,Chordata,Metazoa,species
9740,590,82,Enhydra lutris,-100,45,"Gurney and Jackson, London.",949676,Enhydra lutris,34882,Enhydra,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
9741,590,82,Lynx rufus,-100,45,"Gurney and Jackson, London.",507545,Lynx rufus,61384,Lynx,Felidae,Carnivora,Mammalia,Chordata,Metazoa,species
9742,594,10790,Colias hyale,4,51,Http://www.club.innet.be/~pub00644,987308,Colias hyale,78615,Colias,Pieridae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
9743,594,10790,Colias crocea,4,51,Http://www.club.innet.be/~pub00644,765655,Colias croceus,72248,Colias,Pieridae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
9744,594,10790,Vanessa atalanta,4,51,Http://www.club.innet.be/~pub00644,581038,Vanessa atalanta,42275,Vanessa,Nymphalidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
9745,594,10790,Agrius convolvuli,4,51,Http://www.club.innet.be/~pub00644,111032,Agrius convolvuli,55055,Agrius,Sphingidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
9746,594,10790,Acherontia atropos,4,51,Http://www.club.innet.be/~pub00644,588867,Acherontia atropos,657993,Acherontia,Sphingidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
9747,594,10790,Macroglossum stellatarum,4,51,Http://www.club.innet.be/~pub00644,3093456,Macroglossum stellatarum,524428,Macroglossum,Sphingidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
9748,594,10790,Agrotis ipsilon,4,51,Http://www.club.innet.be/~pub00644,1084707,Agrotis ipsilon,56364,Agrotis,Noctuidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
9749,594,10790,Peridroma saucia,4,51,Http://www.club.innet.be/~pub00644,473882,Peridroma saucia,244290,Peridroma,Noctuidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
9750,594,10790,Plutella xylostella,4,51,Http://www.club.innet.be/~pub00644,664811,Plutella xylostella,51655,Plutella,Plutellidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
9751,594,10790,Nomophila noctuella,4,51,Http://www.club.innet.be/~pub00644,1084314,Nomophila noctuella,1209556,Nomophila,Crambidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
9752,594,10790,Udea ferrugalis,4,51,Http://www.club.innet.be/~pub00644,776979,Udea ferrugalis,1002954,Udea,Crambidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
9753,594,10790,Issoria lathonia,4,51,Http://www.club.innet.be/~pub00644,1020549,Issoria lathonia,171587,Issoria,Nymphalidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
9754,594,10790,Stegania trimaculata,4,51,Http://www.club.innet.be/~pub00644,826831,Stegania trimaculata,987012,Stegania,Geometridae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
9755,594,10790,Hemaris fuciformis,4,51,Http://www.club.innet.be/~pub00644,3093666,Hemaris fuciformis,987953,Hemaris,Sphingidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
9756,594,10790,Proserpinus proserpina,4,51,Http://www.club.innet.be/~pub00644,3094773,Proserpinus proserpina,557814,Proserpinus,Sphingidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
9757,594,10790,Hyles euphorbiae,4,51,Http://www.club.innet.be/~pub00644,3092749,Hyles euphorbiae,283855,Hyles,Sphingidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
9758,594,10790,Mythimna albipuncta,4,51,Http://www.club.innet.be/~pub00644,462594,Mythimna albipuncta,987983,Mythimna,Noctuidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
9759,594,10790,Mythimna l-album,4,51,Http://www.club.innet.be/~pub00644,3196077,Mythimna l-album,NA,Mythimna,Noctuidae,Lepidoptera,Insecta,Arthropoda,Metazoa,Species
9760,594,10790,Hoplodrina ambigua,4,51,Http://www.club.innet.be/~pub00644,325718,Hoplodrina ambigua,875924,Hoplodrina,Noctuidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
9761,594,10790,Cryphia algae,4,51,Http://www.club.innet.be/~pub00644,837101,Cryphia algae,987910,Cryphia,Noctuidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
9762,594,10790,Macdunnoughia confusa,4,51,Http://www.club.innet.be/~pub00644,517239,Macdunnoughia confusa,254380,Macdunnoughia,Noctuidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
9763,594,10790,Autographa bractea,4,51,Http://www.club.innet.be/~pub00644,556889,Autographa bractea,987891,Autographa,Noctuidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
9764,594,10790,Vanessa cardui,4,51,Http://www.club.innet.be/~pub00644,624277,Vanessa cardui,171605,Vanessa,Nymphalidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
9765,594,10790,Autographa gamma,4,51,Http://www.club.innet.be/~pub00644,481258,Autographa gamma,254363,Autographa,Noctuidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
9766,594,10790,Rheumaptera cervinalis,4,51,Http://www.club.innet.be/~pub00644,432442,Rheumaptera cervinalis,934890,Rheumaptera,Geometridae,Lepidoptera,Insecta,Arthropoda,Metazoa,species
9793,599,10805,Pterocles namaqua,24.08333333,-28.75,"Biological Conservation, 75:93-101",322445,Pterocles namaqua,216825,Pterocles,Pteroclidae,Pterocliformes,Aves,Chordata,Metazoa,species
9832,604,10787,Lepus americanus,-100,45,"Journal of Wildlife Management, 21:293-299",923734,Lepus americanus,48086,Lepus,Leporidae,Lagomorpha,Mammalia,Chordata,Metazoa,species
9835,606,10807,Tetrapturus audax,-118.3333333,33.35,Trans. Amer. Fisheries Soc. 104:1-12,665891,Kajikia audax,13721,Kajikia,Istiophoridae,Istiophoriformes,Actinopteri,Chordata,Metazoa,species
9836,606,10808,Tetrapturus audax,-117.9166667,33.5,Trans. Amer. Fisheries Soc. 104:1-12,665891,Kajikia audax,13721,Kajikia,Istiophoridae,Istiophoriformes,Actinopteri,Chordata,Metazoa,species
9837,606,10809,Tetrapturus audax,-117.1666667,32.75,Trans. Amer. Fisheries Soc. 104:1-12,665891,Kajikia audax,13721,Kajikia,Istiophoridae,Istiophoriformes,Actinopteri,Chordata,Metazoa,species
9838,606,10482,Tetrapturus audax,-130,50,Trans. Amer. Fisheries Soc. 104:1-12,665891,Kajikia audax,13721,Kajikia,Istiophoridae,Istiophoriformes,Actinopteri,Chordata,Metazoa,species
9839,606,10810,Tetrapturus audax,-135,30,Trans. Amer. Fisheries Soc. 104:1-12,665891,Kajikia audax,13721,Kajikia,Istiophoridae,Istiophoriformes,Actinopteri,Chordata,Metazoa,species
9840,606,10482,Makaira nigricans,-130,50,Trans. Amer. Fisheries Soc. 104:1-12,696461,Makaira nigricans,13604,Makaira,Istiophoridae,Istiophoriformes,Actinopteri,Chordata,Metazoa,species
9841,607,10811,Martes martes,29.5,67.75,"Annuals Zool. Fennici, 18:270-276",532122,Martes martes,29065,Martes,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
9842,607,10811,Martes martes,29.5,67.75,"Annuals Zool. Fennici, 18:270-276",532122,Martes martes,29065,Martes,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
9843,607,10811,Martes martes,29.5,67.75,"Annuals Zool. Fennici, 18:270-276",532122,Martes martes,29065,Martes,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
9844,607,10811,Vulpes vulpes,29.5,67.75,"Annuals Zool. Fennici, 18:270-276",821964,Vulpes vulpes,9627,Vulpes,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
9845,607,10811,Vulpes vulpes,29.5,67.75,"Annuals Zool. Fennici, 18:270-276",821964,Vulpes vulpes,9627,Vulpes,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
9846,607,10811,Vulpes vulpes,29.5,67.75,"Annuals Zool. Fennici, 18:270-276",821964,Vulpes vulpes,9627,Vulpes,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
9847,607,10811,Vulpes vulpes,29.5,67.75,"Annuals Zool. Fennici, 18:270-276",821964,Vulpes vulpes,9627,Vulpes,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
9848,607,10811,Vulpes vulpes,29.5,67.75,"Annuals Zool. Fennici, 18:270-276",821964,Vulpes vulpes,9627,Vulpes,Canidae,Carnivora,Mammalia,Chordata,Metazoa,species
9849,607,10811,Mustela erminea,29.5,67.75,"Annuals Zool. Fennici, 18:270-276",681184,Mustela erminea,36723,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
9850,607,10811,Mustela erminea,29.5,67.75,"Annuals Zool. Fennici, 18:270-276",681184,Mustela erminea,36723,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
9851,607,10811,Mustela erminea,29.5,67.75,"Annuals Zool. Fennici, 18:270-276",681184,Mustela erminea,36723,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
9852,607,10811,Mustela erminea,29.5,67.75,"Annuals Zool. Fennici, 18:270-276",681184,Mustela erminea,36723,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
9853,607,10811,Mustela erminea,29.5,67.75,"Annuals Zool. Fennici, 18:270-276",681184,Mustela erminea,36723,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
9854,609,10623,Clethrionomys rufocanus,21,69,Ann. Acad. Sci. Fenn. Ser. A iv 66p38,563745,Myodes rufocanus,527686,Clethrionomys,Muridae,Rodentia,Mammalia,Chordata,Metazoa,Species
9889,611,10821,Dicrostonyx groenlandicus,-93,58.75,"Ecology, 24:472-484",603158,Dicrostonyx groenlandicus,85953,Dicrostonyx,Cricetidae,Rodentia,Mammalia,Chordata,Metazoa,species
9893,613,10823,Lanius excubitor,-70.78333333,43,The Auk 54:43-49,146937,Lanius excubitor,158049,Lanius,Laniidae,Passeriformes,Aves,Chordata,Metazoa,species
9894,615,10825,Clethrionomys rufocanus,35,67.5,"Advances in Ecological Research, 8:267-399",563745,Myodes rufocanus,527686,Clethrionomys,Muridae,Rodentia,Mammalia,Chordata,Metazoa,Species
9895,615,10826,Lemmus trimucronatus,-156.5,71,"Advances in Ecological Research, 8:267-399",498753,Lemmus trimucronatus,84770,Lemmus,Cricetidae,Rodentia,Mammalia,Chordata,Metazoa,species
9896,616,10827,Ixoreus naevius,-120,50,"Canadian Journal of Zoology, 74:2062-2069.",775708,Ixoreus naevius,172416,Ixoreus,Turdidae,Passeriformes,Aves,Chordata,Metazoa,species
9897,616,10827,Ixoreus naevius,-120,50,"Canadian Journal of Zoology, 74:2062-2069.",775708,Ixoreus naevius,172416,Ixoreus,Turdidae,Passeriformes,Aves,Chordata,Metazoa,species
9898,617,10828,Anas platyrhynchos,-101.7,49.56666667,"Ecology, 65:96-104",765167,Anas platyrhynchos,8839,Anas,Anatidae,Anseriformes,Aves,Chordata,Metazoa,species
9899,617,10828,Anas americana,-101.7,49.56666667,"Ecology, 65:96-104",656788,Mareca americana,75832,Mareca,Anatidae,Anseriformes,Aves,Chordata,Metazoa,species
9900,617,10828,Anas strepera,-101.7,49.56666667,"Ecology, 65:96-104",30856,Mareca strepera,75861,Mareca,Anatidae,Anseriformes,Aves,Chordata,Metazoa,species
9901,617,10828,Anas crecca,-101.7,49.56666667,"Ecology, 65:96-104",656799,Anas crecca,75839,Anas,Anatidae,Anseriformes,Aves,Chordata,Metazoa,species
9902,617,10828,Anas discors,-101.7,49.56666667,"Ecology, 65:96-104",82415,Anas discors,75842,Spatula,Anatidae,Anseriformes,Aves,Chordata,Metazoa,species
9903,617,10828,Anas acuta,-101.7,49.56666667,"Ecology, 65:96-104",855474,Anas acuta,28680,Anas,Anatidae,Anseriformes,Aves,Chordata,Metazoa,species
9904,617,10828,Anas clypeata,-101.7,49.56666667,"Ecology, 65:96-104",656794,Anas clypeata,75838,Spatula,Anatidae,Anseriformes,Aves,Chordata,Metazoa,species
9905,617,10828,Aythya affinis,-101.7,49.56666667,"Ecology, 65:96-104",1044556,Aythya affinis,189533,Aythya,Anatidae,Anseriformes,Aves,Chordata,Metazoa,species
9906,617,10828,Aythya americana,-101.7,49.56666667,"Ecology, 65:96-104",693332,Aythya americana,30385,Aythya,Anatidae,Anseriformes,Aves,Chordata,Metazoa,species
9907,617,10828,Aythya valisinera,-101.7,49.56666667,"Ecology, 65:96-104",832938,Aythya valisineria,110915,Aythya,Anatidae,Anseriformes,Aves,Chordata,Metazoa,species
9908,617,10828,Bucephala albeola,-101.7,49.56666667,"Ecology, 65:96-104",654820,Bucephala albeola,279934,Bucephala,Anatidae,Anseriformes,Aves,Chordata,Metazoa,species
9909,617,10828,Oxyura jamaicensis,-101.7,49.56666667,"Ecology, 65:96-104",88378,Oxyura jamaicensis,8884,Oxyura,Anatidae,Anseriformes,Aves,Chordata,Metazoa,species
9910,617,10828,Aythya collaris,-101.7,49.56666667,"Ecology, 65:96-104",1044563,Aythya collaris,189535,Aythya,Anatidae,Anseriformes,Aves,Chordata,Metazoa,species
9911,618,10829,Lagopus lagopus scoticus,-2.066666667,54.38333333,"Journal of Animal Ecology, 61:477-486",1004888,Lagopus lagopus scotica,359986,Lagopus,Phasianidae,Galliformes,Aves,Chordata,Metazoa,species
9922,620,10714,Aegolius funereus,23.08333333,63.1,"Journal of Animal Ecology, 63:619-628",735586,Aegolius funereus,103375,Aegolius,Strigidae,Strigiformes,Aves,Chordata,Metazoa,species
9924,620,10831,Aegolius funereus,22.91666667,62.75,"Journal of Animal Ecology, 63:619-628",735586,Aegolius funereus,103375,Aegolius,Strigidae,Strigiformes,Aves,Chordata,Metazoa,species
9927,620,10832,Strix uralensis,22.91666667,62.75,"Journal of Animal Ecology, 63:619-628",427903,Strix uralensis,36305,Strix,Strigidae,Strigiformes,Aves,Chordata,Metazoa,species
9929,620,10832,Surnia ulula,22.91666667,62.75,"Journal of Animal Ecology, 63:619-628",440408,Surnia ulula,69940,Surnia,Strigidae,Strigiformes,Aves,Chordata,Metazoa,species
9930,620,10832,Surnia ulula,22.91666667,62.75,"Journal of Animal Ecology, 63:619-628",440408,Surnia ulula,69940,Surnia,Strigidae,Strigiformes,Aves,Chordata,Metazoa,species
9934,622,10835,Erinaceus europaeus,-0.333333333,51.91666667,"Journal of Zoology, London 156:513-517",796660,Erinaceus europaeus,9365,Erinaceus,Erinaceidae,Eulipotyphla,Mammalia,Chordata,Metazoa,species
9935,622,356,Erinaceus europaeus,-1.883333333,50.91666667,"Journal of Zoology, London 156:513-517",796660,Erinaceus europaeus,9365,Erinaceus,Erinaceidae,Eulipotyphla,Mammalia,Chordata,Metazoa,species
9936,622,10835,Mustela nivalis nivalis,-0.333333333,51.91666667,"Journal of Zoology, London 156:513-517",118009,Luzula nivalis,630109,Luzula,Juncaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae,species
9937,622,356,Mustela nivalis nivalis,-1.883333333,50.91666667,"Journal of Zoology, London 156:513-517",118009,Luzula nivalis,630109,Luzula,Juncaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae,species
9938,622,10835,Mustela erminea,-0.333333333,51.91666667,"Journal of Zoology, London 156:513-517",681184,Mustela erminea,36723,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
9939,622,356,Mustela erminea,-1.883333333,50.91666667,"Journal of Zoology, London 156:513-517",681184,Mustela erminea,36723,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Metazoa,species
9940,622,356,Oryctolagus cuniculus,-1.883333333,50.91666667,"Journal of Zoology, London 156:513-517",864596,Oryctolagus cuniculus,9986,Oryctolagus,Leporidae,Lagomorpha,Mammalia,Chordata,Metazoa,species
9954,627,10826,Lemmus trimucronatus,-156.5,71,http://www.uafbio.alaska.edu/gradstudents/barger/lemmus/abunds.gif,498753,Lemmus trimucronatus,84770,Lemmus,Cricetidae,Rodentia,Mammalia,Chordata,Metazoa,species
9955,597,10804,Microtus californicus,-122.3333333,37.91666667,"Ecological Monographs, 43:271-302",742231,Microtus californicus,100895,Microtus,Cricetidae,Rodentia,Mammalia,Chordata,Metazoa,species
9956,512,10660,Unknown Insect sp078,79.83333333,9.166666667,Refer Author,1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
9957,512,10660,Unknown Insect sp087,79.83333333,9.166666667,Refer Author,1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
9958,512,10660,Unknown Insect sp088,79.83333333,9.166666667,Refer Author,1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
9959,512,10660,Unknown Insect sp089,79.83333333,9.166666667,Refer Author,1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
9960,512,10660,Unknown Insect sp090,79.83333333,9.166666667,Refer Author,1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
9961,512,10660,Unknown Insect sp091,79.83333333,9.166666667,Refer Author,1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
9962,512,10660,Unknown Insect sp092,79.83333333,9.166666667,Refer Author,1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
9963,512,10660,Unknown Insect sp093,79.83333333,9.166666667,Refer Author,1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
9964,512,10660,Unknown Insect sp068,79.83333333,9.166666667,Refer Author,1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
