mainid,datasourceid,locationid,taxonname,lon,lat,reference,ott_id,name_cleaned,ncbi_id,genus,family,order,class,phylum,kingdom,taxon_rank
1448,49,178,Troglodytes troglodytes,-1.166666667,52.75,Refer BTO,259813,Troglodytes troglodytes,36278,Troglodytes,Certhiidae,Passeriformes,Aves,Chordata,Metazoa,species
1449,49,178,Sylvia atricapilla,-1.166666667,52.75,Refer BTO,726312,Sylvia atricapilla,48155,Sylvia,Sylviidae,Passeriformes,Aves,Chordata,Metazoa,species
1450,49,178,Sylvia communis,-1.166666667,52.75,Refer BTO,862895,Sylvia communis,216193,Curruca,Sylviidae,Passeriformes,Aves,Chordata,Metazoa,species
1451,49,178,Phylloscopus trochilus,-1.166666667,52.75,Refer BTO,96282,Phylloscopus trochilus,9182,Phylloscopus,Phylloscopidae,Passeriformes,Aves,Chordata,Metazoa,species
1452,49,178,Muscicapa striata,-1.166666667,52.75,Refer BTO,116518,Muscicapa striata,1293958,Muscicapa,Muscicapidae,Passeriformes,Aves,Chordata,Metazoa,species
1453,49,178,Sturnus vulgaris,-1.166666667,52.75,Refer BTO,565813,Sturnus vulgaris,9172,Sturnus,Sturnidae,Passeriformes,Aves,Chordata,Metazoa,species
1454,49,178,Emberiza citrinella,-1.166666667,52.75,Refer BTO,828708,Emberiza citrinella,37595,Emberiza,Fringillidae,Passeriformes,Aves,Chordata,Metazoa,species
1455,49,180,Streptopelia decaocto,-2.5,50.75,Refer BTO,277818,Streptopelia decaocto,177147,Streptopelia,Columbidae,Columbiformes,Aves,Chordata,Metazoa,species
1456,49,180,Pica pica,-2.5,50.75,Refer BTO,776471,Pica pica,34924,Pica,Corvidae,Passeriformes,Aves,Chordata,Metazoa,species
1457,49,180,Parus caeruleus,-2.5,50.75,Refer BTO,746120,Cyanistes caeruleus,156563,Cyanistes,Paridae,Passeriformes,Aves,Chordata,Metazoa,species
1458,49,180,Troglodytes troglodytes,-2.5,50.75,Refer BTO,259813,Troglodytes troglodytes,36278,Troglodytes,Certhiidae,Passeriformes,Aves,Chordata,Metazoa,species
1459,49,180,Sylvia atricapilla,-2.5,50.75,Refer BTO,726312,Sylvia atricapilla,48155,Sylvia,Sylviidae,Passeriformes,Aves,Chordata,Metazoa,species
1460,49,180,Sylvia communis,-2.5,50.75,Refer BTO,862895,Sylvia communis,216193,Curruca,Sylviidae,Passeriformes,Aves,Chordata,Metazoa,species
1461,49,180,Phylloscopus trochilus,-2.5,50.75,Refer BTO,96282,Phylloscopus trochilus,9182,Phylloscopus,Phylloscopidae,Passeriformes,Aves,Chordata,Metazoa,species
1462,49,180,Muscicapa striata,-2.5,50.75,Refer BTO,116518,Muscicapa striata,1293958,Muscicapa,Muscicapidae,Passeriformes,Aves,Chordata,Metazoa,species
1463,49,180,Sturnus vulgaris,-2.5,50.75,Refer BTO,565813,Sturnus vulgaris,9172,Sturnus,Sturnidae,Passeriformes,Aves,Chordata,Metazoa,species
1464,49,180,Emberiza citrinella,-2.5,50.75,Refer BTO,828708,Emberiza citrinella,37595,Emberiza,Fringillidae,Passeriformes,Aves,Chordata,Metazoa,species
1465,49,184,Streptopelia decaocto,-1,51.5,Refer BTO,277818,Streptopelia decaocto,177147,Streptopelia,Columbidae,Columbiformes,Aves,Chordata,Metazoa,species
1466,49,184,Pica pica,-1,51.5,Refer BTO,776471,Pica pica,34924,Pica,Corvidae,Passeriformes,Aves,Chordata,Metazoa,species
1467,49,184,Parus caeruleus,-1,51.5,Refer BTO,746120,Cyanistes caeruleus,156563,Cyanistes,Paridae,Passeriformes,Aves,Chordata,Metazoa,species
1468,49,184,Troglodytes troglodytes,-1,51.5,Refer BTO,259813,Troglodytes troglodytes,36278,Troglodytes,Certhiidae,Passeriformes,Aves,Chordata,Metazoa,species
1469,49,184,Sylvia atricapilla,-1,51.5,Refer BTO,726312,Sylvia atricapilla,48155,Sylvia,Sylviidae,Passeriformes,Aves,Chordata,Metazoa,species
1470,49,184,Sylvia communis,-1,51.5,Refer BTO,862895,Sylvia communis,216193,Curruca,Sylviidae,Passeriformes,Aves,Chordata,Metazoa,species
1471,49,184,Phylloscopus trochilus,-1,51.5,Refer BTO,96282,Phylloscopus trochilus,9182,Phylloscopus,Phylloscopidae,Passeriformes,Aves,Chordata,Metazoa,species
1472,49,184,Muscicapa striata,-1,51.5,Refer BTO,116518,Muscicapa striata,1293958,Muscicapa,Muscicapidae,Passeriformes,Aves,Chordata,Metazoa,species
1473,49,184,Sturnus vulgaris,-1,51.5,Refer BTO,565813,Sturnus vulgaris,9172,Sturnus,Sturnidae,Passeriformes,Aves,Chordata,Metazoa,species
1474,49,184,Emberiza citrinella,-1,51.5,Refer BTO,828708,Emberiza citrinella,37595,Emberiza,Fringillidae,Passeriformes,Aves,Chordata,Metazoa,species
1475,49,183,Streptopelia decaocto,-1.333333333,54.5,Refer BTO,277818,Streptopelia decaocto,177147,Streptopelia,Columbidae,Columbiformes,Aves,Chordata,Metazoa,species
1476,49,183,Pica pica,-1.333333333,54.5,Refer BTO,776471,Pica pica,34924,Pica,Corvidae,Passeriformes,Aves,Chordata,Metazoa,species
1477,49,183,Parus caeruleus,-1.333333333,54.5,Refer BTO,746120,Cyanistes caeruleus,156563,Cyanistes,Paridae,Passeriformes,Aves,Chordata,Metazoa,species
1478,49,183,Troglodytes troglodytes,-1.333333333,54.5,Refer BTO,259813,Troglodytes troglodytes,36278,Troglodytes,Certhiidae,Passeriformes,Aves,Chordata,Metazoa,species
1479,49,183,Sylvia atricapilla,-1.333333333,54.5,Refer BTO,726312,Sylvia atricapilla,48155,Sylvia,Sylviidae,Passeriformes,Aves,Chordata,Metazoa,species
1480,49,183,Sylvia communis,-1.333333333,54.5,Refer BTO,862895,Sylvia communis,216193,Curruca,Sylviidae,Passeriformes,Aves,Chordata,Metazoa,species
1481,49,183,Phylloscopus trochilus,-1.333333333,54.5,Refer BTO,96282,Phylloscopus trochilus,9182,Phylloscopus,Phylloscopidae,Passeriformes,Aves,Chordata,Metazoa,species
1482,49,183,Muscicapa striata,-1.333333333,54.5,Refer BTO,116518,Muscicapa striata,1293958,Muscicapa,Muscicapidae,Passeriformes,Aves,Chordata,Metazoa,species
1483,49,183,Sturnus vulgaris,-1.333333333,54.5,Refer BTO,565813,Sturnus vulgaris,9172,Sturnus,Sturnidae,Passeriformes,Aves,Chordata,Metazoa,species
1484,49,183,Emberiza citrinella,-1.333333333,54.5,Refer BTO,828708,Emberiza citrinella,37595,Emberiza,Fringillidae,Passeriformes,Aves,Chordata,Metazoa,species
1485,49,181,Streptopelia decaocto,-0.5,51,Refer BTO,277818,Streptopelia decaocto,177147,Streptopelia,Columbidae,Columbiformes,Aves,Chordata,Metazoa,species
1486,49,181,Pica pica,-0.5,51,Refer BTO,776471,Pica pica,34924,Pica,Corvidae,Passeriformes,Aves,Chordata,Metazoa,species
1487,49,181,Parus caeruleus,-0.5,51,Refer BTO,746120,Cyanistes caeruleus,156563,Cyanistes,Paridae,Passeriformes,Aves,Chordata,Metazoa,species
1488,49,181,Troglodytes troglodytes,-0.5,51,Refer BTO,259813,Troglodytes troglodytes,36278,Troglodytes,Certhiidae,Passeriformes,Aves,Chordata,Metazoa,species
1489,49,181,Sylvia atricapilla,-0.5,51,Refer BTO,726312,Sylvia atricapilla,48155,Sylvia,Sylviidae,Passeriformes,Aves,Chordata,Metazoa,species
1490,49,181,Sylvia communis,-0.5,51,Refer BTO,862895,Sylvia communis,216193,Curruca,Sylviidae,Passeriformes,Aves,Chordata,Metazoa,species
1491,49,181,Phylloscopus trochilus,-0.5,51,Refer BTO,96282,Phylloscopus trochilus,9182,Phylloscopus,Phylloscopidae,Passeriformes,Aves,Chordata,Metazoa,species
1492,49,181,Muscicapa striata,-0.5,51,Refer BTO,116518,Muscicapa striata,1293958,Muscicapa,Muscicapidae,Passeriformes,Aves,Chordata,Metazoa,species
1493,49,181,Sturnus vulgaris,-0.5,51,Refer BTO,565813,Sturnus vulgaris,9172,Sturnus,Sturnidae,Passeriformes,Aves,Chordata,Metazoa,species
1494,49,181,Emberiza citrinella,-0.5,51,Refer BTO,828708,Emberiza citrinella,37595,Emberiza,Fringillidae,Passeriformes,Aves,Chordata,Metazoa,species
1495,49,182,Streptopelia decaocto,-1,51.83333333,Refer BTO,277818,Streptopelia decaocto,177147,Streptopelia,Columbidae,Columbiformes,Aves,Chordata,Metazoa,species
1496,49,182,Pica pica,-1,51.83333333,Refer BTO,776471,Pica pica,34924,Pica,Corvidae,Passeriformes,Aves,Chordata,Metazoa,species
1497,49,182,Parus caeruleus,-1,51.83333333,Refer BTO,746120,Cyanistes caeruleus,156563,Cyanistes,Paridae,Passeriformes,Aves,Chordata,Metazoa,species
1498,49,182,Troglodytes troglodytes,-1,51.83333333,Refer BTO,259813,Troglodytes troglodytes,36278,Troglodytes,Certhiidae,Passeriformes,Aves,Chordata,Metazoa,species
1499,49,182,Sylvia atricapilla,-1,51.83333333,Refer BTO,726312,Sylvia atricapilla,48155,Sylvia,Sylviidae,Passeriformes,Aves,Chordata,Metazoa,species
1500,49,182,Sylvia communis,-1,51.83333333,Refer BTO,862895,Sylvia communis,216193,Curruca,Sylviidae,Passeriformes,Aves,Chordata,Metazoa,species
1501,49,182,Phylloscopus trochilus,-1,51.83333333,Refer BTO,96282,Phylloscopus trochilus,9182,Phylloscopus,Phylloscopidae,Passeriformes,Aves,Chordata,Metazoa,species
1502,49,182,Muscicapa striata,-1,51.83333333,Refer BTO,116518,Muscicapa striata,1293958,Muscicapa,Muscicapidae,Passeriformes,Aves,Chordata,Metazoa,species
1503,49,182,Emberiza citrinella,-1,51.83333333,Refer BTO,828708,Emberiza citrinella,37595,Emberiza,Fringillidae,Passeriformes,Aves,Chordata,Metazoa,species
1504,43,156,Sula bassana,-4.666666667,51.16666667,"Journal of Animal Ecology, 13:49-62",675103,Morus bassanus,37578,Morus,Sulidae,Suliformes,Aves,Chordata,Metazoa,species
1505,43,158,Sula bassana,-10.5,51.75,"Journal of Animal Ecology, 13:49-62",675103,Morus bassanus,37578,Morus,Sulidae,Suliformes,Aves,Chordata,Metazoa,species
1506,43,157,Sula bassana,-5.333333333,51.66666667,"Journal of Animal Ecology, 13:49-62",675103,Morus bassanus,37578,Morus,Sulidae,Suliformes,Aves,Chordata,Metazoa,species
1507,43,159,Sula bassana,-10.33333333,51.5,"Journal of Animal Ecology, 13:49-62",675103,Morus bassanus,37578,Morus,Sulidae,Suliformes,Aves,Chordata,Metazoa,species
1508,43,160,Sula bassana,-2.633333333,56.08333333,"Journal of Animal Ecology, 13:49-62",675103,Morus bassanus,37578,Morus,Sulidae,Suliformes,Aves,Chordata,Metazoa,species
1509,43,161,Sula bassana,-5.133333333,55.25,"Journal of Animal Ecology, 13:49-62",675103,Morus bassanus,37578,Morus,Sulidae,Suliformes,Aves,Chordata,Metazoa,species
1510,43,162,Sula bassana,-8.5,57.83333333,"Journal of Animal Ecology, 13:49-62",675103,Morus bassanus,37578,Morus,Sulidae,Suliformes,Aves,Chordata,Metazoa,species
1511,43,163,Sula bassana,-6.25,59.16666667,"Journal of Animal Ecology, 13:49-62",675103,Morus bassanus,37578,Morus,Sulidae,Suliformes,Aves,Chordata,Metazoa,species
1512,43,164,Sula bassana,-4.5,59,"Journal of Animal Ecology, 13:49-62",675103,Morus bassanus,37578,Morus,Sulidae,Suliformes,Aves,Chordata,Metazoa,species
1513,43,165,Sula bassana,-7.583333333,62.08333333,"Journal of Animal Ecology, 13:49-62",675103,Morus bassanus,37578,Morus,Sulidae,Suliformes,Aves,Chordata,Metazoa,species
1514,43,166,Sula bassana,-20.16666667,63.41666667,"Journal of Animal Ecology, 13:49-62",675103,Morus bassanus,37578,Morus,Sulidae,Suliformes,Aves,Chordata,Metazoa,species
1515,43,167,Sula bassana,-22.96666667,63.73333333,"Journal of Animal Ecology, 13:49-62",675103,Morus bassanus,37578,Morus,Sulidae,Suliformes,Aves,Chordata,Metazoa,species
1516,43,168,Sula bassana,-18,66.55,"Journal of Animal Ecology, 13:49-62",675103,Morus bassanus,37578,Morus,Sulidae,Suliformes,Aves,Chordata,Metazoa,species
1517,43,169,Sula bassana,-61.08333333,47.83333333,"Journal of Animal Ecology, 13:49-62",675103,Morus bassanus,37578,Morus,Sulidae,Suliformes,Aves,Chordata,Metazoa,species
1518,43,170,Sula bassana,-64.16666667,48.5,"Journal of Animal Ecology, 13:49-62",675103,Morus bassanus,37578,Morus,Sulidae,Suliformes,Aves,Chordata,Metazoa,species
1519,43,171,Sula bassana,-54.25,46.83333333,"Journal of Animal Ecology, 13:49-62",675103,Morus bassanus,37578,Morus,Sulidae,Suliformes,Aves,Chordata,Metazoa,species
1520,45,174,Fulmarus glacialis,-7,58,"Journal of Animal Ecology, 10:204-72",1028832,Fulmarus glacialis,30455,Fulmarus,Procellariidae,Procellariiformes,Aves,Chordata,Metazoa,species
1521,45,173,Fulmarus glacialis,-1.25,60.25,"Journal of Animal Ecology, 10:204-72",1028832,Fulmarus glacialis,30455,Fulmarus,Procellariidae,Procellariiformes,Aves,Chordata,Metazoa,species
1522,48,177,Ciconia ciconia,7.5,48.5,"IBIS, 132:27-35",363031,Ciconia ciconia,8928,Ciconia,Ciconiidae,Ciconiiformes,Aves,Chordata,Metazoa,species
1523,41,84,Contarinia tritici,-0.416666667,51.73333333,"Journal of Animal Ecology, 16:74-75",332904,Contarinia tritici,153223,Contarinia,Cecidomyiidae,Diptera,Insecta,Arthropoda,Metazoa,species
1524,41,84,Sitodiplosis mosellana,-0.416666667,51.73333333,"Journal of Animal Ecology, 16:74-75",351828,Sitodiplosis mosellana,263140,Sitodiplosis,Cecidomyiidae,Diptera,Insecta,Arthropoda,Metazoa,species
1527,44,172,Tellina tenuis,-4.916666667,55.75,"Journal of Animal Ecology, 7:130-43",15334,Macomangulus tenuis,399302,Tellina,Tellinidae,Bivalvia,Gastropoda,Mollusca,Metazoa,Species
1528,44,172,Tellina tenuis,-4.916666667,55.75,"Journal of Animal Ecology, 7:130-43",15334,Macomangulus tenuis,399302,Tellina,Tellinidae,Bivalvia,Gastropoda,Mollusca,Metazoa,Species
1533,39,337,Ficedula hypoleuca,21,63,"The Natural Regulation of Animal Numbers - Oxford, Claredon Press 1954",22300,Ficedula hypoleuca,46689,Ficedula,Muscicapidae,Passeriformes,Aves,Chordata,Metazoa,species
1534,565,78,Lepus americanus,-90,44,"University of Wisconsin Press, Madison, Wi.",923734,Lepus americanus,48086,Lepus,Leporidae,Lagomorpha,Mammalia,Chordata,Metazoa,species
1535,565,78,Bonasa umbellus,-90,44,"University of Wisconsin Press, Madison, Wi.",728082,Bonasa umbellus,9000,Bonasa,Phasianidae,Galliformes,Aves,Chordata,Metazoa,species
1536,39,152,Bonasa umbellus,-92.5,46.75,"The Natural Regulation of Animal Numbers - Oxford, Claredon Press 1954",728082,Bonasa umbellus,9000,Bonasa,Phasianidae,Galliformes,Aves,Chordata,Metazoa,species
1610,301,10010,Salmo salar,-64.75,49.66666667,Canadian Tech. Report of Fisheries & Aquatic Sciences 2024 - See Notes panel in Section 4 (above) for original data source.,688328,Salmo salar,8030,Salmo,Salmonidae,Salmoniformes,Actinopteri,Chordata,Metazoa,species
1613,301,10013,Salmo salar,-22,64,Canadian Tech. Report of Fisheries & Aquatic Sciences 2024 - See Notes panel in Section 4 (above) for original data source.,688328,Salmo salar,8030,Salmo,Salmonidae,Salmoniformes,Actinopteri,Chordata,Metazoa,species
1618,301,10018,Salmo salar,-61,46.5,Canadian Tech. Report of Fisheries & Aquatic Sciences 2024 - See Notes panel in Section 4 (above) for original data source.,688328,Salmo salar,8030,Salmo,Salmonidae,Salmoniformes,Actinopteri,Chordata,Metazoa,species
1619,301,10019,Salmo salar,-65.5,46.96666667,Canadian Tech. Report of Fisheries & Aquatic Sciences 2024 - See Notes panel in Section 4 (above) for original data source.,688328,Salmo salar,8030,Salmo,Salmonidae,Salmoniformes,Actinopteri,Chordata,Metazoa,species
1621,301,10021,Salmo salar,-67.5,47.58333333,Canadian Tech. Report of Fisheries & Aquatic Sciences 2024 - See Notes panel in Section 4 (above) for original data source.,688328,Salmo salar,8030,Salmo,Salmonidae,Salmoniformes,Actinopteri,Chordata,Metazoa,species
1625,301,10025,Salmo salar,-67.25,49.41666667,Canadian Tech. Report of Fisheries & Aquatic Sciences 2024 - See Notes panel in Section 4 (above) for original data source.,688328,Salmo salar,8030,Salmo,Salmonidae,Salmoniformes,Actinopteri,Chordata,Metazoa,species
1626,301,10026,Salmo salar,-57,52,Canadian Tech. Report of Fisheries & Aquatic Sciences 2024 - See Notes panel in Section 4 (above) for original data source.,688328,Salmo salar,8030,Salmo,Salmonidae,Salmoniformes,Actinopteri,Chordata,Metazoa,species
1629,301,10022,Salmo salar,-3.666666667,56.41666667,Canadian Tech. Report of Fisheries & Aquatic Sciences 2024 - See Notes panel in Section 4 (above) for original data source.,688328,Salmo salar,8030,Salmo,Salmonidae,Salmoniformes,Actinopteri,Chordata,Metazoa,species
1637,301,10037,Abramis brama,5.783333333,52.83333333,Canadian Tech. Report of Fisheries & Aquatic Sciences 2024 - See Notes panel in Section 4 (above) for original data source.,103921,Abramis brama,38527,Abramis,Leuciscidae,Cypriniformes,Actinopteri,Chordata,Metazoa,species
1638,301,10038,Salvelinus fontinalis,-118.6666667,37.16666667,Canadian Tech. Report of Fisheries & Aquatic Sciences 2024 - See Notes panel in Section 4 (above) for original data source.,688339,Salvelinus fontinalis,8038,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Metazoa,species
1641,301,10040,Salvelinus fontinalis,-118.6833333,37.21666667,Canadian Tech. Report of Fisheries & Aquatic Sciences 2024 - See Notes panel in Section 4 (above) for original data source.,688339,Salvelinus fontinalis,8038,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Metazoa,species
1643,301,10042,Salvelinus fontinalis,-118.3833333,36.75,Canadian Tech. Report of Fisheries & Aquatic Sciences 2024 - See Notes panel in Section 4 (above) for original data source.,688339,Salvelinus fontinalis,8038,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Metazoa,species
1646,301,10044,Salvelinus fontinalis,-118.75,37.13333333,Canadian Tech. Report of Fisheries & Aquatic Sciences 2024 - See Notes panel in Section 4 (above) for original data source.,688339,Salvelinus fontinalis,8038,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Metazoa,species
1647,301,10045,Salvelinus fontinalis,-118.7166667,37.15,Canadian Tech. Report of Fisheries & Aquatic Sciences 2024 - See Notes panel in Section 4 (above) for original data source.,688339,Salvelinus fontinalis,8038,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Metazoa,species
1648,301,10048,Salvelinus fontinalis,-83.88333333,44.55,Canadian Tech. Report of Fisheries & Aquatic Sciences 2024 - See Notes panel in Section 4 (above) for original data source.,688339,Salvelinus fontinalis,8038,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Metazoa,species
1649,301,10049,Salvelinus fontinalis,-119.35,38.16666667,Canadian Tech. Report of Fisheries & Aquatic Sciences 2024 - See Notes panel in Section 4 (above) for original data source.,688339,Salvelinus fontinalis,8038,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Metazoa,species
1651,301,10051,Salvelinus fontinalis,-118.7,37.25,Canadian Tech. Report of Fisheries & Aquatic Sciences 2024 - See Notes panel in Section 4 (above) for original data source.,688339,Salvelinus fontinalis,8038,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Metazoa,species
1668,301,10068,Oncorhynchus keta,-122.6833333,47.36666667,Canadian Tech. Report of Fisheries & Aquatic Sciences 2024 - See Notes panel in Section 4 (above) for original data source.,739921,Oncorhynchus keta,8018,Oncorhynchus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Metazoa,species
1704,301,10068,Oncorhynchus kisutch,-122.6833333,47.36666667,Canadian Tech. Report of Fisheries & Aquatic Sciences 2024 - See Notes panel in Section 4 (above) for original data source.,739917,Oncorhynchus kisutch,8019,Oncorhynchus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Metazoa,species
1708,301,10108,Perca fluviatilis,5.25,52.5,Canadian Tech. Report of Fisheries & Aquatic Sciences 2024 - See Notes panel in Section 4 (above) for original data source.,186488,Perca fluviatilis,8168,Perca,Percidae,Perciformes,Actinopteri,Chordata,Metazoa,species
1717,301,10117,Notemigonus crysoleucas,-79.5,43.66666667,Canadian Tech. Report of Fisheries & Aquatic Sciences 2024 - See Notes panel in Section 4 (above) for original data source.,317376,Notemigonus crysoleucas,28800,Notemigonus,Leuciscidae,Cypriniformes,Actinopteri,Chordata,Metazoa,species
1783,301,10183,Clupea harengus,124,35,Canadian Tech. Report of Fisheries & Aquatic Sciences 2024 - See Notes panel in Section 4 (above) for original data source.,1005932,Clupea harengus,7950,Clupea,Clupeidae,Clupeiformes,Actinopteri,Chordata,Metazoa,species
1792,301,10192,Coregonus clupeaformis,-82,45,Canadian Tech. Report of Fisheries & Aquatic Sciences 2024 - See Notes panel in Section 4 (above) for original data source.,629345,Coregonus clupeaformis,59861,Coregonus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Metazoa,species
1826,301,10226,Oncorhynchus gorbuscha,-147,60.75,Canadian Tech. Report of Fisheries & Aquatic Sciences 2024 - See Notes panel in Section 4 (above) for original data source.,739927,Oncorhynchus gorbuscha,8017,Oncorhynchus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Metazoa,species
1827,301,10227,Oncorhynchus gorbuscha,-134.6333333,58.36666667,Canadian Tech. Report of Fisheries & Aquatic Sciences 2024 - See Notes panel in Section 4 (above) for original data source.,739927,Oncorhynchus gorbuscha,8017,Oncorhynchus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Metazoa,species
1828,301,10227,Oncorhynchus gorbuscha,-134.6333333,58.36666667,Canadian Tech. Report of Fisheries & Aquatic Sciences 2024 - See Notes panel in Section 4 (above) for original data source.,739927,Oncorhynchus gorbuscha,8017,Oncorhynchus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Metazoa,species
